year,month,day,team,offensive_yards_per_point
2015,11,15,New Orleans,22.8
2015,11,15,Detroit,25.6
2015,11,15,Miami,16.1
2015,11,15,Houston,22.2
2015,11,15,San Francisco,14.1
2015,11,8,Arizona,20.3
2015,11,8,New England,9.2
2015,11,8,Atlanta,7.9
2015,11,8,Carolina,6.6
2015,11,8,Denver,15.0
2015,11,8,Tennessee,13.1
2015,11,8,Buffalo,31.3
2015,11,8,NY Giants,12.6
2015,11,8,Green Bay,21.3
2015,11,8,Cincinnati,12.4
2015,11,8,Kansas City,22.0
2015,11,8,Las Vegas,12.2
2015,11,8,Pittsburgh,13.2
2015,11,8,NY Jets,15.7
2015,11,8,Philadelphia,16.0
2015,11,8,Minnesota,16.3
2015,11,8,Baltimore,15.5
2015,11,8,Dallas,16.8
2015,11,8,LA Rams,13.7
2015,11,8,Seattle,26.5
2015,11,8,Cleveland,16.0
2015,11,8,LA Chargers,14.6
2015,11,8,Detroit,25.6
2015,11,8,New Orleans,16.8
2015,11,8,Chicago,16.9
2015,11,8,Tampa Bay,17.9
2015,11,8,Indianapolis,20.4
2015,11,8,Miami,16.1
2015,11,8,Washington,18.1
2015,11,8,Houston,20.4
2015,11,8,Jacksonville,33.2
2015,11,8,San Francisco,65.3
2015,11,1,Arizona,9.5
2015,11,1,Buffalo,10.4
2015,11,1,New England,9.2
2015,11,1,Green Bay,11.8
2015,11,1,Denver,14.8
2015,11,1,Kansas City,11.6
2015,11,1,Tennessee,13.1
2015,11,1,NY Giants,11.3
2015,11,1,Atlanta,11.2
2015,11,1,Seattle,14.3
2015,11,1,Cincinnati,16.4
2015,11,1,Minnesota,9.2
2015,11,1,Carolina,16.0
2015,11,1,NY Jets,19.0
2015,11,1,Philadelphia,9.6
2015,11,1,Las Vegas,17.4
2015,11,1,Baltimore,16.6
2015,11,1,Dallas,12.4
2015,11,1,Pittsburgh,21.6
2015,11,1,Detroit,24.2
2015,11,1,Cleveland,17.8
2015,11,1,LA Rams,43.0
2015,11,1,LA Chargers,26.4
2015,11,1,Indianapolis,10.8
2015,11,1,New Orleans,17.3
2015,11,1,Tampa Bay,35.3
2015,11,1,Jacksonville,17.2
2015,11,1,Houston,21.7
2015,11,1,Miami,27.9
2015,11,1,Washington,18.7
2015,11,1,San Francisco,22.3
2015,10,25,New England,12.3
2015,10,25,Arizona,36.1
2015,10,25,Carolina,14.2
2015,10,25,Green Bay,13.7
2015,10,25,Atlanta,19.7
2015,10,25,Cincinnati,10.4
2015,10,25,Buffalo,17.5
2015,10,25,Denver,17.0
2015,10,25,Pittsburgh,12.4
2015,10,25,NY Jets,13.9
2015,10,25,Philadelphia,15.9
2015,10,25,Tennessee,29.9
2015,10,25,NY Giants,35.3
2015,10,25,Tampa Bay,9.7
2015,10,25,Cleveland,13.0
2015,10,25,Baltimore,21.0
2015,10,25,Las Vegas,28.8
2015,10,25,Minnesota,20.1
2015,10,25,Kansas City,32.8
2015,10,25,Seattle,19.4
2015,10,25,Miami,11.4
2015,10,25,Indianapolis,15.1
2015,10,25,Chicago,13.1
2015,10,25,Dallas,44.0
2015,10,25,Washington,11.3
2015,10,25,New Orleans,12.4
2015,10,25,LA Rams,33.4
2015,10,25,Detroit,14.8
2015,10,25,Houston,12.3
2015,10,25,Jacksonville,19.7
2015,10,25,LA Chargers,27.4
2015,10,25,San Francisco,47.3
2015,10,18,Arizona,8.2
2015,10,18,New England,11.9
2015,10,18,Carolina,6.6
2015,10,18,Buffalo,14.9
2015,10,18,Green Bay,13.4
2015,10,18,Atlanta,19.7
2015,10,18,Denver,18.6
2015,10,18,Tennessee,21.2
2015,10,18,NY Giants,17.5
2015,10,18,Cincinnati,15.5
2015,10,18,Philadelphia,13.3
2015,10,18,Baltimore,12.6
2015,10,18,Kansas City,16.9
2015,10,18,Pittsburgh,14.5
2015,10,18,NY Jets,15.7
2015,10,18,Minnesota,16.3
2015,10,18,Tampa Bay,9.7
2015,10,18,Las Vegas,28.8
2015,10,18,Cleveland,15.3
2015,10,18,Seattle,16.5
2015,10,18,Indianapolis,12.0
2015,10,18,Dallas,44.0
2015,10,18,New Orleans,12.4
2015,10,18,LA Chargers,20.3
2015,10,18,LA Rams,33.4
2015,10,18,Jacksonville,10.5
2015,10,18,Chicago,18.2
2015,10,18,Washington,14.2
2015,10,18,Detroit,25.6
2015,10,18,Miami,16.1
2015,10,18,Houston,22.2
2015,10,18,San Francisco,14.1
2015,10,11,Arizona,20.3
2015,10,11,New England,9.2
2015,10,11,Atlanta,7.9
2015,10,11,Carolina,6.6
2015,10,11,Denver,15.0
2015,10,11,Tennessee,13.1
2015,10,11,Buffalo,31.3
2015,10,11,NY Giants,12.6
2015,10,11,Green Bay,21.3
2015,10,11,Cincinnati,12.4
2015,10,11,Kansas City,22.0
2015,10,11,Las Vegas,12.2
2015,10,11,Pittsburgh,13.2
2015,10,11,NY Jets,15.7
2015,10,11,Philadelphia,16.0
2015,10,11,Minnesota,16.3
2015,10,11,Baltimore,15.5
2015,10,11,Dallas,16.8
2015,10,11,LA Rams,13.7
2015,10,11,Seattle,26.5
2015,10,11,Cleveland,16.0
2015,10,11,Indianapolis,12.0
2015,10,11,LA Chargers,14.6
2015,10,11,Detroit,25.6
2015,10,11,New Orleans,16.8
2015,10,11,Chicago,16.9
2015,10,11,Tampa Bay,17.9
2015,10,11,Miami,16.1
2015,10,11,Washington,18.1
2015,10,11,Houston,22.2
2015,10,11,Jacksonville,33.2
2015,10,11,San Francisco,65.3
2015,10,4,Arizona,9.5
2015,10,4,Buffalo,10.4
2015,10,4,New England,9.2
2015,10,4,Green Bay,11.8
2015,10,4,Denver,14.8
2015,10,4,Kansas City,11.6
2015,10,4,Tennessee,13.1
2015,10,4,NY Giants,11.3
2015,10,4,Atlanta,11.2
2015,10,4,Seattle,14.3
2015,10,4,Cincinnati,16.4
2015,10,4,Minnesota,9.2
2015,10,4,Carolina,16.0
2015,10,4,NY Jets,19.0
2015,10,4,Philadelphia,9.6
2015,10,4,Pittsburgh,13.2
2015,10,4,Las Vegas,17.4
2015,10,4,Dallas,12.4
2015,10,4,Baltimore,15.5
2015,10,4,Detroit,24.2
2015,10,4,Cleveland,17.8
2015,10,4,LA Rams,43.0
2015,10,4,LA Chargers,26.4
2015,10,4,Indianapolis,10.8
2015,10,4,New Orleans,17.3
2015,10,4,Tampa Bay,35.3
2015,10,4,Jacksonville,17.2
2015,10,4,Houston,21.7
2015,10,4,Miami,27.9
2015,10,4,Washington,18.7
2015,10,4,San Francisco,22.3
2015,9,27,Arizona,6.3
2015,9,27,Denver,9.6
2015,9,27,Buffalo,10.9
2015,9,27,Green Bay,13.4
2015,9,27,Tennessee,27.5
2015,9,27,New England,12.7
2015,9,27,LA Rams,21.3
2015,9,27,Kansas City,14.1
2015,9,27,NY Jets,17.2
2015,9,27,NY Giants,11.3
2015,9,27,Cincinnati,16.2
2015,9,27,Las Vegas,12.1
2015,9,27,Seattle,19.1
2015,9,27,Carolina,14.6
2015,9,27,Detroit,20.2
2015,9,27,Pittsburgh,10.5
2015,9,27,Baltimore,14.9
2015,9,27,Tampa Bay,12.8
2015,9,27,Cleveland,9.8
2015,9,27,Atlanta,16.8
2015,9,27,Chicago,14.6
2015,9,27,LA Chargers,18.6
2015,9,27,Dallas,18.0
2015,9,27,Miami,19.3
2015,9,27,Philadelphia,22.6
2015,9,27,Houston,17.6
2015,9,27,New Orleans,17.0
2015,9,27,Washington,18.7
2015,9,27,Minnesota,13.5
2015,9,27,Jacksonville,17.2
2015,9,27,San Francisco,22.7
2015,9,27,Indianapolis,49.0
2015,9,20,Tennessee,7.4
2015,9,20,LA Rams,10.4
2015,9,20,Denver,9.6
2015,9,20,Green Bay,10.4
2015,9,20,NY Jets,10.7
2015,9,20,Detroit,10.8
2015,9,20,Seattle,11.1
2015,9,20,NY Giants,11.1
2015,9,20,Cincinnati,12.0
2015,9,20,Kansas City,13.1
2015,9,20,Buffalo,12.7
2015,9,20,New England,12.9
2015,9,20,Carolina,13.2
2015,9,20,Baltimore,13.3
2015,9,20,Arizona,13.8
2015,9,20,LA Chargers,14.6
2015,9,20,Miami,15.1
2015,9,20,Atlanta,15.2
2015,9,20,Dallas,16.1
2015,9,20,Philadelphia,16.6
2015,9,20,Chicago,17.5
2015,9,20,Las Vegas,18.9
2015,9,20,Tampa Bay,19.5
2015,9,20,San Francisco,19.8
2015,9,20,Houston,19.8
2015,9,20,New Orleans,21.5
2015,9,20,Indianapolis,21.7
2015,9,20,Pittsburgh,22.1
2015,9,20,Jacksonville,29.4
2015,9,20,Cleveland,32.1
2015,9,20,Washington,34.9
2015,9,20,Minnesota,82.7
2015,9,13,New England,12.9
2015,9,13,Pittsburgh,22.1
2015,9,6,New England,8.8
2015,9,6,Green Bay,13.9
2015,9,6,Dallas,15.0
2015,9,6,Philadelphia,12.5
2015,9,6,Denver,22.2
2015,9,6,Baltimore,13.8
2015,9,6,Miami,16.1
2015,9,6,Kansas City,13.2
2015,9,6,Indianapolis,29.9
2015,9,6,Houston,15.6
2015,9,6,Buffalo,15.8
2015,9,6,Seattle,14.2
2015,9,6,Pittsburgh,22.8
2015,9,6,NY Giants,19.4
2015,9,6,Cincinnati,25.4
2015,9,6,LA Rams,40.8
2015,9,6,Minnesota,25.4
2015,9,6,LA Chargers,51.6
2015,9,6,Atlanta,96.0
2015,9,6,Arizona,4.9
2015,9,6,New Orleans,14.7
2015,9,6,Chicago,30.1
2015,9,6,Carolina,21.3
2015,9,6,Tampa Bay,14.0
2015,9,6,San Francisco,19.8
2015,9,6,Detroit,19.9
2015,9,6,Cleveland,25.9
2015,9,6,Las Vegas,14.2
2015,9,6,NY Jets,13.4
2015,9,6,Jacksonville,13.7
2015,9,6,Washington,24.3
2015,9,6,Tennessee,19.2
2015,2,22,New England,8.8
2015,2,22,Green Bay,13.9
2015,2,22,Dallas,15.0
2015,2,22,Philadelphia,12.5
2015,2,22,Denver,22.2
2015,2,22,Baltimore,13.8
2015,2,22,Miami,16.1
2015,2,22,Kansas City,13.2
2015,2,22,Indianapolis,29.9
2015,2,22,Houston,15.6
2015,2,22,Buffalo,15.8
2015,2,22,Seattle,14.2
2015,2,22,Pittsburgh,22.8
2015,2,22,NY Giants,19.4
2015,2,22,Cincinnati,25.4
2015,2,22,LA Rams,40.8
2015,2,22,Minnesota,25.4
2015,2,22,LA Chargers,51.6
2015,2,22,Atlanta,96.0
2015,2,22,Arizona,4.9
2015,2,22,New Orleans,14.7
2015,2,22,Chicago,30.1
2015,2,22,Carolina,21.3
2015,2,22,Tampa Bay,14.0
2015,2,22,San Francisco,19.8
2015,2,22,Detroit,19.9
2015,2,22,Cleveland,25.9
2015,2,22,Las Vegas,14.2
2015,2,22,NY Jets,13.4
2015,2,22,Jacksonville,13.7
2015,2,22,Washington,24.3
2015,2,22,Tennessee,19.2
2015,2,15,New England,8.8
2015,2,15,Green Bay,13.9
2015,2,15,Dallas,15.0
2015,2,15,Philadelphia,12.5
2015,2,15,Denver,22.2
2015,2,15,Baltimore,13.8
2015,2,15,Miami,16.1
2015,2,15,Kansas City,13.2
2015,2,15,Indianapolis,29.9
2015,2,15,Houston,15.6
2015,2,15,Buffalo,15.8
2015,2,15,Seattle,14.2
2015,2,15,Pittsburgh,22.8
2015,2,15,NY Giants,19.4
2015,2,15,Cincinnati,25.4
2015,2,15,LA Rams,40.8
2015,2,15,Minnesota,25.4
2015,2,15,LA Chargers,51.6
2015,2,15,Atlanta,96.0
2015,2,15,Arizona,4.9
2015,2,15,New Orleans,14.7
2015,2,15,Chicago,30.1
2015,2,15,Carolina,21.3
2015,2,15,Tampa Bay,14.0
2015,2,15,San Francisco,19.8
2015,2,15,Detroit,19.9
2015,2,15,Cleveland,25.9
2015,2,15,Las Vegas,14.2
2015,2,15,NY Jets,13.4
2015,2,15,Jacksonville,13.7
2015,2,15,Washington,24.3
2015,2,15,Tennessee,19.2
2015,2,8,New England,8.8
2015,2,8,Green Bay,13.9
2015,2,8,Dallas,15.0
2015,2,8,Philadelphia,12.5
2015,2,8,Denver,22.2
2015,2,8,Baltimore,13.8
2015,2,8,Miami,16.1
2015,2,8,Kansas City,13.2
2015,2,8,Indianapolis,29.9
2015,2,8,Houston,15.6
2015,2,8,Buffalo,15.8
2015,2,8,Seattle,14.2
2015,2,8,Pittsburgh,22.8
2015,2,8,NY Giants,19.4
2015,2,8,Cincinnati,25.4
2015,2,8,LA Rams,40.8
2015,2,8,Minnesota,25.4
2015,2,8,LA Chargers,51.6
2015,2,8,Atlanta,96.0
2015,2,8,Arizona,4.9
2015,2,8,New Orleans,14.7
2015,2,8,Chicago,30.1
2015,2,8,Carolina,21.3
2015,2,8,Tampa Bay,14.0
2015,2,8,San Francisco,19.8
2015,2,8,Detroit,19.9
2015,2,8,Cleveland,25.9
2015,2,8,Las Vegas,14.2
2015,2,8,NY Jets,13.4
2015,2,8,Jacksonville,13.7
2015,2,8,Washington,24.3
2015,2,8,Tennessee,19.2
2015,2,1,New England,8.8
2015,2,1,Green Bay,13.9
2015,2,1,Dallas,15.0
2015,2,1,Philadelphia,12.5
2015,2,1,Denver,22.2
2015,2,1,Baltimore,13.8
2015,2,1,Miami,16.1
2015,2,1,Kansas City,13.2
2015,2,1,Indianapolis,29.9
2015,2,1,Houston,15.6
2015,2,1,Buffalo,15.8
2015,2,1,Seattle,14.2
2015,2,1,Pittsburgh,22.8
2015,2,1,NY Giants,19.4
2015,2,1,Cincinnati,25.4
2015,2,1,LA Rams,40.8
2015,2,1,Minnesota,25.4
2015,2,1,LA Chargers,51.6
2015,2,1,Atlanta,96.0
2015,2,1,Arizona,4.9
2015,2,1,New Orleans,14.7
2015,2,1,Chicago,30.1
2015,2,1,Carolina,21.3
2015,2,1,Tampa Bay,14.0
2015,2,1,San Francisco,19.8
2015,2,1,Detroit,19.9
2015,2,1,Cleveland,25.9
2015,2,1,Las Vegas,14.2
2015,2,1,NY Jets,13.4
2015,2,1,Jacksonville,13.7
2015,2,1,Washington,24.3
2015,2,1,Tennessee,19.2
2015,1,25,New England,8.8
2015,1,25,Green Bay,13.9
2015,1,25,Dallas,15.0
2015,1,25,Philadelphia,12.5
2015,1,25,Denver,22.2
2015,1,25,Baltimore,13.8
2015,1,25,Miami,16.1
2015,1,25,Kansas City,13.2
2015,1,25,Indianapolis,29.9
2015,1,25,Houston,15.6
2015,1,25,Buffalo,15.8
2015,1,25,Seattle,14.2
2015,1,25,Pittsburgh,22.8
2015,1,25,NY Giants,19.4
2015,1,25,Cincinnati,25.4
2015,1,25,LA Rams,40.8
2015,1,25,Minnesota,25.4
2015,1,25,LA Chargers,51.6
2015,1,25,Atlanta,96.0
2015,1,25,Arizona,4.9
2015,1,25,New Orleans,14.7
2015,1,25,Chicago,30.1
2015,1,25,Carolina,21.3
2015,1,25,Tampa Bay,14.0
2015,1,25,San Francisco,19.8
2015,1,25,Detroit,19.9
2015,1,25,Cleveland,25.9
2015,1,25,Las Vegas,14.2
2015,1,25,NY Jets,13.4
2015,1,25,Jacksonville,13.7
2015,1,25,Washington,24.3
2015,1,25,Tennessee,19.2
2015,1,18,New England,12.1
2015,1,18,Green Bay,16.0
2015,1,18,Dallas,15.0
2015,1,18,Philadelphia,12.5
2015,1,18,Denver,22.2
2015,1,18,Baltimore,13.8
2015,1,18,Miami,16.1
2015,1,18,Kansas City,13.2
2015,1,18,Indianapolis,15.2
2015,1,18,Houston,15.6
2015,1,18,Buffalo,15.8
2015,1,18,Seattle,11.2
2015,1,18,Pittsburgh,22.8
2015,1,18,NY Giants,19.4
2015,1,18,Cincinnati,25.4
2015,1,18,LA Rams,40.8
2015,1,18,Minnesota,25.4
2015,1,18,LA Chargers,51.6
2015,1,18,Atlanta,96.0
2015,1,18,Arizona,4.9
2015,1,18,New Orleans,14.7
2015,1,18,Chicago,30.1
2015,1,18,Carolina,21.3
2015,1,18,Tampa Bay,14.0
2015,1,18,San Francisco,19.8
2015,1,18,Detroit,19.9
2015,1,18,Cleveland,25.9
2015,1,18,Las Vegas,14.2
2015,1,18,NY Jets,13.4
2015,1,18,Jacksonville,13.7
2015,1,18,Washington,24.3
2015,1,18,Tennessee,19.2
2015,1,11,New England,12.1
2015,1,11,Green Bay,12.6
2015,1,11,Dallas,13.1
2015,1,11,Denver,9.6
2015,1,11,Philadelphia,12.5
2015,1,11,Baltimore,13.8
2015,1,11,Miami,16.1
2015,1,11,Indianapolis,18.5
2015,1,11,Kansas City,13.2
2015,1,11,Houston,15.6
2015,1,11,Buffalo,15.8
2015,1,11,Seattle,11.2
2015,1,11,Pittsburgh,22.8
2015,1,11,NY Giants,19.4
2015,1,11,Cincinnati,25.4
2015,1,11,LA Rams,40.8
2015,1,11,Minnesota,25.4
2015,1,11,LA Chargers,51.6
2015,1,11,Atlanta,96.0
2015,1,11,Arizona,4.9
2015,1,11,New Orleans,14.7
2015,1,11,Chicago,30.1
2015,1,11,Carolina,21.3
2015,1,11,Tampa Bay,14.0
2015,1,11,San Francisco,19.8
2015,1,11,Detroit,19.9
2015,1,11,Cleveland,25.9
2015,1,11,Las Vegas,14.2
2015,1,11,NY Jets,13.4
2015,1,11,Jacksonville,13.7
2015,1,11,Washington,24.3
2015,1,11,Tennessee,19.2
2015,1,4,New England,28.9
2015,1,4,Green Bay,12.6
2015,1,4,Dallas,10.8
2015,1,4,Denver,9.6
2015,1,4,Philadelphia,12.5
2015,1,4,Baltimore,9.8
2015,1,4,Indianapolis,14.0
2015,1,4,Miami,16.1
2015,1,4,Kansas City,13.2
2015,1,4,Houston,15.6
2015,1,4,Buffalo,15.8
2015,1,4,Cincinnati,19.8
2015,1,4,Seattle,17.7
2015,1,4,Pittsburgh,22.8
2015,1,4,NY Giants,19.4
2015,1,4,LA Rams,40.8
2015,1,4,Minnesota,25.4
2015,1,4,LA Chargers,51.6
2015,1,4,Atlanta,96.0
2015,1,4,Arizona,4.9
2015,1,4,Carolina,14.3
2015,1,4,New Orleans,14.7
2015,1,4,Chicago,30.1
2015,1,4,Tampa Bay,14.0
2015,1,4,Detroit,15.7
2015,1,4,San Francisco,19.8
2015,1,4,Cleveland,25.9
2015,1,4,Las Vegas,14.2
2015,1,4,NY Jets,13.4
2015,1,4,Jacksonville,13.7
2015,1,4,Washington,24.3
2015,1,4,Tennessee,19.2
2014,12,28,New England,13.6
2014,12,28,Green Bay,21.6
2014,12,28,Dallas,9.0
2014,12,28,Philadelphia,20.6
2014,12,28,Denver,13.8
2014,12,28,Baltimore,16.2
2014,12,28,Indianapolis,32.7
2014,12,28,Miami,13.3
2014,12,28,Kansas City,27.3
2014,12,28,Houston,12.5
2014,12,28,Buffalo,13.4
2014,12,28,LA Chargers,11.7
2014,12,28,Cincinnati,9.5
2014,12,28,LA Rams,14.3
2014,12,28,Seattle,17.0
2014,12,28,NY Giants,13.9
2014,12,28,Minnesota,10.2
2014,12,28,Pittsburgh,14.1
2014,12,28,Atlanta,13.4
2014,12,28,Chicago,16.7
2014,12,28,Arizona,36.0
2014,12,28,New Orleans,23.4
2014,12,28,San Francisco,12.8
2014,12,28,Cleveland,17.5
2014,12,28,Detroit,18.4
2014,12,28,Tampa Bay,36.3
2014,12,28,Carolina,23.8
2014,12,28,Las Vegas,13.3
2014,12,28,Washington,11.3
2014,12,28,Jacksonville,13.7
2014,12,28,Tennessee,27.5
2014,12,28,NY Jets,19.2
2014,12,21,New England,9.6
2014,12,21,Green Bay,25.6
2014,12,21,Philadelphia,20.6
2014,12,21,Denver,15.3
2014,12,21,Baltimore,15.7
2014,12,21,Dallas,9.6
2014,12,21,Indianapolis,16.4
2014,12,21,Kansas City,12.5
2014,12,21,Miami,29.5
2014,12,21,Buffalo,12.0
2014,12,21,Seattle,17.1
2014,12,21,Houston,28.9
2014,12,21,LA Chargers,11.7
2014,12,21,LA Rams,46.7
2014,12,21,Pittsburgh,14.7
2014,12,21,NY Giants,12.0
2014,12,21,Atlanta,20.4
2014,12,21,Cincinnati,11.6
2014,12,21,Arizona,22.8
2014,12,21,Minnesota,25.7
2014,12,21,Chicago,18.5
2014,12,21,New Orleans,14.3
2014,12,21,Carolina,20.6
2014,12,21,Tampa Bay,16.9
2014,12,21,San Francisco,12.8
2014,12,21,Detroit,14.6
2014,12,21,Las Vegas,21.5
2014,12,21,Washington,11.3
2014,12,21,Jacksonville,13.7
2014,12,21,Tennessee,27.5
2014,12,21,NY Jets,17.3
2014,12,14,Green Bay,11.7
2014,12,14,New England,17.3
2014,12,14,Philadelphia,9.9
2014,12,14,Denver,12.8
2014,12,14,Baltimore,16.0
2014,12,14,Indianapolis,14.5
2014,12,14,Miami,19.2
2014,12,14,Kansas City,27.9
2014,12,14,Dallas,9.7
2014,12,14,Houston,11.3
2014,12,14,Seattle,18.3
2014,12,14,LA Chargers,15.4
2014,12,14,Atlanta,12.6
2014,12,14,LA Rams,46.7
2014,12,14,Buffalo,24.4
2014,12,14,Minnesota,13.7
2014,12,14,Pittsburgh,12.9
2014,12,14,NY Giants,11.2
2014,12,14,Arizona,22.8
2014,12,14,Chicago,13.4
2014,12,14,Cincinnati,19.4
2014,12,14,New Orleans,31.0
2014,12,14,Carolina,12.1
2014,12,14,Cleveland,10.3
2014,12,14,Tampa Bay,13.7
2014,12,14,San Francisco,19.1
2014,12,14,Detroit,12.0
2014,12,14,Tennessee,29.6
2014,12,14,Las Vegas,13.8
2014,12,14,NY Jets,17.1
2014,12,14,Jacksonville,20.2
2014,12,7,Green Bay,18.4
2014,12,7,New England,15.2
2014,12,7,Philadelphia,14.1
2014,12,7,Kansas City,9.4
2014,12,7,Baltimore,10.6
2014,12,7,Miami,18.2
2014,12,7,Denver,13.4
2014,12,7,Indianapolis,9.9
2014,12,7,Dallas,9.7
2014,12,7,LA Rams,6.7
2014,12,7,Seattle,19.9
2014,12,7,Buffalo,11.0
2014,12,7,Houston,10.2
2014,12,7,LA Chargers,12.9
2014,12,7,Arizona,18.3
2014,12,7,Atlanta,17.2
2014,12,7,Minnesota,6.8
2014,12,7,Pittsburgh,16.8
2014,12,7,Cincinnati,20.6
2014,12,7,Chicago,13.4
2014,12,7,New Orleans,11.2
2014,12,7,NY Giants,13.7
2014,12,7,San Francisco,54.7
2014,12,7,Tampa Bay,20.2
2014,12,7,Cleveland,31.5
2014,12,7,Carolina,26.8
2014,12,7,Tennessee,15.2
2014,12,7,Detroit,13.9
2014,12,7,Washington,15.7
2014,12,7,Jacksonville,10.3
2014,12,7,NY Jets,25.1
2014,11,30,New England,9.5
2014,11,30,Denver,12.1
2014,11,30,Green Bay,21.3
2014,11,30,Kansas City,10.6
2014,11,30,Philadelphia,26.1
2014,11,30,LA Chargers,14.6
2014,11,30,Baltimore,12.3
2014,11,30,Arizona,16.7
2014,11,30,Seattle,23.8
2014,11,30,Miami,12.1
2014,11,30,Indianapolis,13.2
2014,11,30,Buffalo,6.5
2014,11,30,Dallas,22.9
2014,11,30,NY Giants,16.8
2014,11,30,Houston,13.5
2014,11,30,Cleveland,13.3
2014,11,30,Cincinnati,13.0
2014,11,30,Tampa Bay,17.3
2014,11,30,Atlanta,13.9
2014,11,30,New Orleans,11.3
2014,11,30,Chicago,16.7
2014,11,30,San Francisco,18.2
2014,11,30,Carolina,29.6
2014,11,30,Pittsburgh,12.5
2014,11,30,Detroit,17.5
2014,11,30,LA Rams,28.6
2014,11,30,NY Jets,13.6
2014,11,30,Minnesota,17.5
2014,11,30,Washington,20.5
2014,11,30,Tennessee,20.4
2014,11,30,Las Vegas,29.8
2014,11,30,Jacksonville,29.0
2014,11,23,Green Bay,9.6
2014,11,23,Philadelphia,16.6
2014,11,23,Denver,10.0
2014,11,23,New England,12.0
2014,11,23,Seattle,17.8
2014,11,23,Arizona,15.2
2014,11,23,LA Chargers,12.6
2014,11,23,Baltimore,12.8
2014,11,23,Dallas,13.6
2014,11,23,Kansas City,15.9
2014,11,23,Indianapolis,18.7
2014,11,23,Miami,14.6
2014,11,23,NY Giants,16.8
2014,11,23,Carolina,19.8
2014,11,23,Tampa Bay,21.4
2014,11,23,Chicago,16.0
2014,11,23,Houston,17.1
2014,11,23,Cleveland,44.3
2014,11,23,San Francisco,18.2
2014,11,23,Atlanta,36.3
2014,11,23,Detroit,14.3
2014,11,23,LA Rams,9.7
2014,11,23,New Orleans,17.7
2014,11,23,Buffalo,21.9
2014,11,23,Pittsburgh,10.9
2014,11,23,Minnesota,17.3
2014,11,23,Washington,18.5
2014,11,23,Las Vegas,16.9
2014,11,23,Tennessee,13.9
2014,11,23,NY Jets,16.9
2014,11,23,Jacksonville,14.0
2014,11,16,Green Bay,13.7
2014,11,16,Philadelphia,16.6
2014,11,16,Seattle,9.0
2014,11,16,New England,10.7
2014,11,16,Denver,11.6
2014,11,16,Arizona,10.6
2014,11,16,LA Chargers,13.6
2014,11,16,Kansas City,15.6
2014,11,16,Indianapolis,13.8
2014,11,16,Baltimore,9.9
2014,11,16,Cleveland,11.9
2014,11,16,Dallas,13.4
2014,11,16,Carolina,11.6
2014,11,16,Miami,14.5
2014,11,16,Cincinnati,13.9
2014,11,16,Atlanta,22.1
2014,11,16,Houston,11.9
2014,11,16,Tampa Bay,21.4
2014,11,16,Chicago,17.7
2014,11,16,San Francisco,13.9
2014,11,16,Buffalo,15.3
2014,11,16,New Orleans,13.8
2014,11,16,Detroit,15.0
2014,11,16,Washington,20.4
2014,11,16,Minnesota,70.7
2014,11,16,LA Rams,18.2
2014,11,16,Las Vegas,14.1
2014,11,16,NY Jets,12.0
2014,11,16,Pittsburgh,35.9
2014,11,16,Tennessee,18.1
2014,11,16,Jacksonville,27.1
2014,11,9,Green Bay,7.6
2014,11,9,Philadelphia,10.4
2014,11,9,NY Giants,10.6
2014,11,9,Seattle,14.9
2014,11,9,Denver,13.9
2014,11,9,New England,11.7
2014,11,9,LA Chargers,14.2
2014,11,9,Kansas City,15.6
2014,11,9,Indianapolis,21.1
2014,11,9,Arizona,10.8
2014,11,9,Tampa Bay,10.1
2014,11,9,Atlanta,19.9
2014,11,9,Dallas,22.8
2014,11,9,Miami,11.4
2014,11,9,Chicago,14.5
2014,11,9,Cleveland,15.9
2014,11,9,Cincinnati,18.8
2014,11,9,Carolina,10.4
2014,11,9,San Francisco,16.2
2014,11,9,Baltimore,22.1
2014,11,9,Houston,19.4
2014,11,9,Minnesota,29.9
2014,11,9,New Orleans,13.8
2014,11,9,Buffalo,20.2
2014,11,9,Detroit,18.8
2014,11,9,Washington,18.1
2014,11,9,Pittsburgh,21.9
2014,11,9,LA Rams,16.6
2014,11,9,Tennessee,14.6
2014,11,9,Jacksonville,27.0
2014,11,9,Las Vegas,22.6
2014,11,2,Philadelphia,10.1
2014,11,2,Seattle,14.8
2014,11,2,Indianapolis,12.1
2014,11,2,Green Bay,9.4
2014,11,2,Dallas,11.7
2014,11,2,Atlanta,14.7
2014,11,2,Denver,16.6
2014,11,2,NY Giants,10.0
2014,11,2,LA Chargers,12.3
2014,11,2,Kansas City,10.8
2014,11,2,Cincinnati,9.1
2014,11,2,Cleveland,17.9
2014,11,2,Miami,11.4
2014,11,2,New England,20.7
2014,11,2,Minnesota,13.6
2014,11,2,Chicago,29.2
2014,11,2,Arizona,14.7
2014,11,2,Baltimore,11.9
2014,11,2,Houston,13.1
2014,11,2,San Francisco,15.7
2014,11,2,Tampa Bay,13.0
2014,11,2,Buffalo,18.6
2014,11,2,Detroit,15.0
2014,11,2,Pittsburgh,17.3
2014,11,2,Washington,23.5
2014,11,2,New Orleans,25.8
2014,11,2,Carolina,31.5
2014,11,2,NY Jets,19.8
2014,11,2,Jacksonville,22.8
2014,11,2,LA Rams,14.5
2014,11,2,Las Vegas,22.6
2014,11,2,Tennessee,15.4
2014,10,26,Green Bay,9.6
2014,10,26,Philadelphia,16.6
