year,month,day,team,defensive_sack_percentage
2015,9,20,Detroit,4.55%
2015,9,20,Cincinnati,4.44%
2015,9,20,Arizona,4.00%
2015,9,20,Buffalo,3.92%
2015,9,20,Minnesota,3.70%
2015,9,20,LA Chargers,3.23%
2015,9,20,Miami,3.13%
2015,9,20,Philadelphia,2.86%
2015,9,20,Dallas,2.70%
2015,9,20,Indianapolis,0.00%
2015,9,20,Chicago,0.00%
2015,9,20,New Orleans,0.00%
2015,9,20,Cleveland,0.00%
2015,9,20,NY Giants,0.00%
2015,9,20,Las Vegas,0.00%
2015,9,20,Atlanta,0.00%
2015,9,13,New England,7.32%
2015,9,13,Pittsburgh,5.88%
2015,9,6,Buffalo,10.81%
2015,9,6,NY Giants,10.00%
2015,9,6,Kansas City,17.07%
2015,9,6,NY Jets,15.22%
2015,9,6,Jacksonville,7.89%
2015,9,6,Philadelphia,0.00%
2015,9,6,Green Bay,14.29%
2015,9,6,Baltimore,3.77%
2015,9,6,Detroit,16.22%
2015,9,6,Minnesota,5.26%
2015,9,6,Carolina,8.33%
2015,9,6,LA Rams,10.71%
2015,9,6,Miami,3.57%
2015,9,6,Tennessee,2.78%
2015,9,6,Indianapolis,2.78%
2015,9,6,Chicago,10.71%
2015,9,6,Seattle,2.86%
2015,9,6,Washington,0.00%
2015,9,6,San Francisco,4.76%
2015,9,6,Tampa Bay,5.00%
2015,9,6,New Orleans,11.54%
2015,9,6,Houston,12.82%
2015,9,6,New England,0.00%
2015,9,6,Denver,0.00%
2015,9,6,Pittsburgh,3.33%
2015,9,6,Arizona,3.03%
2015,9,6,Cleveland,2.70%
2015,9,6,Dallas,5.41%
2015,9,6,LA Chargers,12.90%
2015,9,6,Las Vegas,2.50%
2015,9,6,Atlanta,5.88%
2015,9,6,Cincinnati,2.22%
2015,2,22,Buffalo,10.81%
2015,2,22,NY Giants,10.00%
2015,2,22,Kansas City,17.07%
2015,2,22,NY Jets,15.22%
2015,2,22,Jacksonville,7.89%
2015,2,22,Philadelphia,0.00%
2015,2,22,Green Bay,14.29%
2015,2,22,Baltimore,3.77%
2015,2,22,Detroit,16.22%
2015,2,22,Minnesota,5.26%
2015,2,22,Carolina,8.33%
2015,2,22,LA Rams,10.71%
2015,2,22,Miami,3.57%
2015,2,22,Tennessee,2.78%
2015,2,22,Indianapolis,2.78%
2015,2,22,Chicago,10.71%
2015,2,22,Seattle,2.86%
2015,2,22,Washington,0.00%
2015,2,22,San Francisco,4.76%
2015,2,22,Tampa Bay,5.00%
2015,2,22,New Orleans,11.54%
2015,2,22,Houston,12.82%
2015,2,22,New England,0.00%
2015,2,22,Denver,0.00%
2015,2,22,Pittsburgh,3.33%
2015,2,22,Arizona,3.03%
2015,2,22,Cleveland,2.70%
2015,2,22,Dallas,5.41%
2015,2,22,LA Chargers,12.90%
2015,2,22,Las Vegas,2.50%
2015,2,22,Atlanta,5.88%
2015,2,22,Cincinnati,2.22%
2015,2,15,Buffalo,10.81%
2015,2,15,NY Giants,10.00%
2015,2,15,Kansas City,17.07%
2015,2,15,NY Jets,15.22%
2015,2,15,Jacksonville,7.89%
2015,2,15,Philadelphia,0.00%
2015,2,15,Green Bay,14.29%
2015,2,15,Baltimore,3.77%
2015,2,15,Detroit,16.22%
2015,2,15,Minnesota,5.26%
2015,2,15,Carolina,8.33%
2015,2,15,LA Rams,10.71%
2015,2,15,Miami,3.57%
2015,2,15,Tennessee,2.78%
2015,2,15,Indianapolis,2.78%
2015,2,15,Chicago,10.71%
2015,2,15,Seattle,2.86%
2015,2,15,Washington,0.00%
2015,2,15,San Francisco,4.76%
2015,2,15,Tampa Bay,5.00%
2015,2,15,New Orleans,11.54%
2015,2,15,Houston,12.82%
2015,2,15,New England,0.00%
2015,2,15,Denver,0.00%
2015,2,15,Pittsburgh,3.33%
2015,2,15,Arizona,3.03%
2015,2,15,Cleveland,2.70%
2015,2,15,Dallas,5.41%
2015,2,15,LA Chargers,12.90%
2015,2,15,Las Vegas,2.50%
2015,2,15,Atlanta,5.88%
2015,2,15,Cincinnati,2.22%
2015,2,8,Buffalo,10.81%
2015,2,8,NY Giants,10.00%
2015,2,8,Kansas City,17.07%
2015,2,8,NY Jets,15.22%
2015,2,8,Jacksonville,7.89%
2015,2,8,Philadelphia,0.00%
2015,2,8,Green Bay,14.29%
2015,2,8,Baltimore,3.77%
2015,2,8,Detroit,16.22%
2015,2,8,Minnesota,5.26%
2015,2,8,Carolina,8.33%
2015,2,8,LA Rams,10.71%
2015,2,8,Miami,3.57%
2015,2,8,Tennessee,2.78%
2015,2,8,Indianapolis,2.78%
2015,2,8,Chicago,10.71%
2015,2,8,Seattle,2.86%
2015,2,8,Washington,0.00%
2015,2,8,San Francisco,4.76%
2015,2,8,Tampa Bay,5.00%
2015,2,8,New Orleans,11.54%
2015,2,8,Houston,12.82%
2015,2,8,New England,0.00%
2015,2,8,Denver,0.00%
2015,2,8,Pittsburgh,3.33%
2015,2,8,Arizona,3.03%
2015,2,8,Cleveland,2.70%
2015,2,8,Dallas,5.41%
2015,2,8,LA Chargers,12.90%
2015,2,8,Las Vegas,2.50%
2015,2,8,Atlanta,5.88%
2015,2,8,Cincinnati,2.22%
2015,2,1,Buffalo,10.81%
2015,2,1,NY Giants,10.00%
2015,2,1,Kansas City,17.07%
2015,2,1,NY Jets,15.22%
2015,2,1,Jacksonville,7.89%
2015,2,1,Philadelphia,0.00%
2015,2,1,Green Bay,14.29%
2015,2,1,Baltimore,3.77%
2015,2,1,Detroit,16.22%
2015,2,1,Minnesota,5.26%
2015,2,1,Carolina,8.33%
2015,2,1,LA Rams,10.71%
2015,2,1,Miami,3.57%
2015,2,1,Tennessee,2.78%
2015,2,1,Indianapolis,2.78%
2015,2,1,Chicago,10.71%
2015,2,1,Seattle,2.86%
2015,2,1,Washington,0.00%
2015,2,1,San Francisco,4.76%
2015,2,1,Tampa Bay,5.00%
2015,2,1,New Orleans,11.54%
2015,2,1,Houston,12.82%
2015,2,1,New England,0.00%
2015,2,1,Denver,0.00%
2015,2,1,Pittsburgh,3.33%
2015,2,1,Arizona,3.03%
2015,2,1,Cleveland,2.70%
2015,2,1,Dallas,5.41%
2015,2,1,LA Chargers,12.90%
2015,2,1,Las Vegas,2.50%
2015,2,1,Atlanta,5.88%
2015,2,1,Cincinnati,2.22%
2015,1,25,Buffalo,10.81%
2015,1,25,NY Giants,10.00%
2015,1,25,Kansas City,17.07%
2015,1,25,NY Jets,15.22%
2015,1,25,Jacksonville,7.89%
2015,1,25,Philadelphia,0.00%
2015,1,25,Green Bay,14.29%
2015,1,25,Baltimore,3.77%
2015,1,25,Detroit,16.22%
2015,1,25,Minnesota,5.26%
2015,1,25,Carolina,8.33%
2015,1,25,LA Rams,10.71%
2015,1,25,Miami,3.57%
2015,1,25,Tennessee,2.78%
2015,1,25,Indianapolis,2.78%
2015,1,25,Chicago,10.71%
2015,1,25,Seattle,2.86%
2015,1,25,Washington,0.00%
2015,1,25,San Francisco,4.76%
2015,1,25,Tampa Bay,5.00%
2015,1,25,New Orleans,11.54%
2015,1,25,Houston,12.82%
2015,1,25,New England,0.00%
2015,1,25,Denver,0.00%
2015,1,25,Pittsburgh,3.33%
2015,1,25,Arizona,3.03%
2015,1,25,Cleveland,2.70%
2015,1,25,Dallas,5.41%
2015,1,25,LA Chargers,12.90%
2015,1,25,Las Vegas,2.50%
2015,1,25,Atlanta,5.88%
2015,1,25,Cincinnati,2.22%
2015,1,18,Buffalo,10.81%
2015,1,18,NY Giants,10.00%
2015,1,18,Kansas City,17.07%
2015,1,18,NY Jets,15.22%
2015,1,18,Jacksonville,7.89%
2015,1,18,Philadelphia,0.00%
2015,1,18,Baltimore,3.77%
2015,1,18,Detroit,16.22%
2015,1,18,Green Bay,17.39%
2015,1,18,Minnesota,5.26%
2015,1,18,Carolina,8.33%
2015,1,18,LA Rams,10.71%
2015,1,18,Indianapolis,4.17%
2015,1,18,Miami,3.57%
2015,1,18,Seattle,5.26%
2015,1,18,Tennessee,2.78%
2015,1,18,Chicago,10.71%
2015,1,18,Washington,0.00%
2015,1,18,San Francisco,4.76%
2015,1,18,New England,0.00%
2015,1,18,Tampa Bay,5.00%
2015,1,18,New Orleans,11.54%
2015,1,18,Houston,12.82%
2015,1,18,Denver,0.00%
2015,1,18,Pittsburgh,3.33%
2015,1,18,Arizona,3.03%
2015,1,18,Cleveland,2.70%
2015,1,18,Dallas,5.41%
2015,1,18,LA Chargers,12.90%
2015,1,18,Las Vegas,2.50%
2015,1,18,Atlanta,5.88%
2015,1,18,Cincinnati,2.22%
2015,1,11,Buffalo,10.81%
2015,1,11,NY Giants,10.00%
2015,1,11,Kansas City,17.07%
2015,1,11,NY Jets,15.22%
2015,1,11,Jacksonville,7.89%
2015,1,11,Philadelphia,0.00%
2015,1,11,Baltimore,3.77%
2015,1,11,Detroit,16.22%
2015,1,11,Minnesota,5.26%
2015,1,11,Indianapolis,7.89%
2015,1,11,Carolina,8.33%
2015,1,11,LA Rams,10.71%
2015,1,11,Green Bay,4.65%
2015,1,11,Miami,3.57%
2015,1,11,Seattle,5.26%
2015,1,11,Tennessee,2.78%
2015,1,11,Chicago,10.71%
2015,1,11,Washington,0.00%
2015,1,11,San Francisco,4.76%
2015,1,11,New England,0.00%
2015,1,11,Denver,7.69%
2015,1,11,Tampa Bay,5.00%
2015,1,11,New Orleans,11.54%
2015,1,11,Houston,12.82%
2015,1,11,Pittsburgh,3.33%
2015,1,11,Arizona,3.03%
2015,1,11,Cleveland,2.70%
2015,1,11,Dallas,6.67%
2015,1,11,LA Chargers,12.90%
2015,1,11,Las Vegas,2.50%
2015,1,11,Atlanta,5.88%
2015,1,11,Cincinnati,2.22%
2015,1,4,Buffalo,10.81%
2015,1,4,NY Giants,10.00%
2015,1,4,Kansas City,17.07%
2015,1,4,Baltimore,9.43%
2015,1,4,NY Jets,15.22%
2015,1,4,Jacksonville,7.89%
2015,1,4,Philadelphia,0.00%
2015,1,4,Minnesota,5.26%
2015,1,4,Indianapolis,11.43%
2015,1,4,Carolina,12.50%
2015,1,4,LA Rams,10.71%
2015,1,4,Seattle,9.76%
2015,1,4,Green Bay,4.65%
2015,1,4,Detroit,4.17%
2015,1,4,Miami,3.57%
2015,1,4,Tennessee,2.78%
2015,1,4,Chicago,10.71%
2015,1,4,New England,8.00%
2015,1,4,Washington,0.00%
2015,1,4,San Francisco,4.76%
2015,1,4,Denver,7.69%
2015,1,4,Tampa Bay,5.00%
2015,1,4,New Orleans,11.54%
2015,1,4,Houston,12.82%
2015,1,4,Pittsburgh,3.33%
2015,1,4,Arizona,3.03%
2015,1,4,Cleveland,2.70%
2015,1,4,Dallas,6.82%
2015,1,4,LA Chargers,12.90%
2015,1,4,Las Vegas,2.50%
2015,1,4,Atlanta,5.88%
2015,1,4,Cincinnati,0.00%
2014,12,28,Buffalo,2.86%
2014,12,28,Philadelphia,8.00%
2014,12,28,NY Giants,5.88%
2014,12,28,Jacksonville,10.26%
2014,12,28,Baltimore,0.00%
2014,12,28,Minnesota,2.08%
2014,12,28,Kansas City,3.85%
2014,12,28,NY Jets,10.26%
2014,12,28,Green Bay,21.21%
2014,12,28,Tennessee,12.90%
2014,12,28,Miami,13.33%
2014,12,28,Washington,5.66%
2014,12,28,Detroit,4.88%
2014,12,28,Indianapolis,4.55%
2014,12,28,LA Rams,3.03%
2014,12,28,Seattle,8.16%
2014,12,28,New England,6.90%
2014,12,28,Chicago,9.30%
2014,12,28,San Francisco,3.57%
2014,12,28,Carolina,12.50%
2014,12,28,Tampa Bay,2.44%
2014,12,28,Denver,0.00%
2014,12,28,Arizona,3.03%
2014,12,28,Pittsburgh,11.54%
2014,12,28,New Orleans,0.00%
2014,12,28,Houston,3.85%
2014,12,28,Cleveland,3.13%
2014,12,28,Dallas,4.35%
2014,12,28,LA Chargers,7.69%
2014,12,28,Las Vegas,3.92%
2014,12,28,Atlanta,9.62%
2014,12,28,Cincinnati,4.35%
2014,12,21,Buffalo,2.33%
2014,12,21,Philadelphia,8.00%
2014,12,21,NY Giants,17.07%
2014,12,21,Baltimore,17.39%
2014,12,21,Minnesota,0.00%
2014,12,21,Jacksonville,10.26%
2014,12,21,Kansas City,6.67%
2014,12,21,Detroit,8.89%
2014,12,21,LA Rams,3.23%
2014,12,21,Tennessee,12.90%
2014,12,21,Washington,5.66%
2014,12,21,Indianapolis,3.85%
2014,12,21,NY Jets,2.78%
2014,12,21,Miami,0.00%
2014,12,21,New England,7.84%
2014,12,21,Seattle,24.00%
2014,12,21,Tampa Bay,6.98%
2014,12,21,San Francisco,3.57%
2014,12,21,Chicago,5.26%
2014,12,21,Denver,0.00%
2014,12,21,Green Bay,10.00%
2014,12,21,New Orleans,18.42%
2014,12,21,Arizona,4.88%
2014,12,21,Carolina,9.68%
2014,12,21,Houston,5.56%
2014,12,21,Cleveland,7.69%
2014,12,21,Pittsburgh,0.00%
2014,12,21,Dallas,12.50%
2014,12,21,LA Chargers,7.69%
2014,12,21,Las Vegas,3.13%
2014,12,21,Cincinnati,14.29%
2014,12,21,Atlanta,2.78%
2014,12,14,Buffalo,0.00%
2014,12,14,Philadelphia,5.13%
2014,12,14,Minnesota,9.38%
2014,12,14,Jacksonville,5.00%
2014,12,14,NY Giants,18.60%
2014,12,14,Washington,15.38%
2014,12,14,Kansas City,6.25%
2014,12,14,NY Jets,10.00%
2014,12,14,Baltimore,15.38%
2014,12,14,Miami,2.94%
2014,12,14,Indianapolis,3.23%
2014,12,14,LA Rams,3.23%
2014,12,14,Detroit,13.33%
2014,12,14,Denver,6.56%
2014,12,14,Tennessee,0.00%
2014,12,14,Tampa Bay,10.53%
2014,12,14,New England,10.81%
2014,12,14,Chicago,3.70%
2014,12,14,Arizona,4.88%
2014,12,14,San Francisco,3.45%
2014,12,14,Green Bay,2.50%
2014,12,14,Carolina,3.92%
2014,12,14,Houston,9.09%
2014,12,14,Pittsburgh,7.89%
2014,12,14,Seattle,13.04%
2014,12,14,Cleveland,5.36%
2014,12,14,New Orleans,0.00%
2014,12,14,Las Vegas,13.16%
2014,12,14,Dallas,0.00%
2014,12,14,LA Chargers,2.22%
2014,12,14,Atlanta,2.70%
2014,12,14,Cincinnati,0.00%
2014,12,7,Buffalo,5.00%
2014,12,7,Philadelphia,12.12%
2014,12,7,Minnesota,10.26%
2014,12,7,Jacksonville,10.53%
2014,12,7,Kansas City,2.86%
2014,12,7,Miami,13.33%
2014,12,7,Indianapolis,11.32%
2014,12,7,Tennessee,0.00%
2014,12,7,NY Jets,5.41%
2014,12,7,Washington,3.57%
2014,12,7,Denver,20.69%
2014,12,7,Baltimore,4.26%
2014,12,7,NY Giants,16.67%
2014,12,7,LA Rams,11.11%
2014,12,7,Chicago,3.70%
2014,12,7,Detroit,5.88%
2014,12,7,Green Bay,2.78%
2014,12,7,San Francisco,15.38%
2014,12,7,Tampa Bay,6.67%
2014,12,7,New England,7.32%
2014,12,7,Carolina,12.50%
2014,12,7,Arizona,2.38%
2014,12,7,New Orleans,1.69%
2014,12,7,Cleveland,3.13%
2014,12,7,Pittsburgh,3.57%
2014,12,7,Houston,8.82%
2014,12,7,Seattle,12.12%
2014,12,7,LA Chargers,0.00%
2014,12,7,Dallas,0.00%
2014,12,7,Las Vegas,4.35%
2014,12,7,Atlanta,0.00%
2014,12,7,Cincinnati,3.33%
2014,11,30,Kansas City,21.88%
2014,11,30,Minnesota,15.15%
2014,11,30,Buffalo,8.33%
2014,11,30,NY Jets,19.05%
2014,11,30,Detroit,6.90%
2014,11,30,Jacksonville,9.38%
2014,11,30,Tennessee,12.50%
2014,11,30,Washington,12.82%
2014,11,30,Miami,10.53%
2014,11,30,New England,7.89%
2014,11,30,Denver,4.65%
2014,11,30,Indianapolis,0.00%
2014,11,30,Chicago,2.56%
2014,11,30,Philadelphia,0.00%
2014,11,30,Green Bay,5.88%
2014,11,30,Carolina,3.03%
2014,11,30,Baltimore,6.67%
2014,11,30,NY Giants,8.00%
2014,11,30,LA Chargers,0.00%
2014,11,30,Cleveland,5.08%
2014,11,30,New Orleans,9.09%
2014,11,30,San Francisco,6.90%
2014,11,30,Houston,4.65%
2014,11,30,Pittsburgh,4.26%
2014,11,30,Seattle,12.00%
2014,11,30,Dallas,9.09%
2014,11,30,Tampa Bay,2.33%
2014,11,30,Cincinnati,2.86%
2014,11,30,Las Vegas,3.45%
2014,11,30,LA Rams,6.67%
2014,11,30,Atlanta,0.00%
2014,11,30,Arizona,0.00%
2014,11,23,Buffalo,16.13%
2014,11,23,Indianapolis,9.52%
2014,11,23,Kansas City,6.06%
2014,11,23,Detroit,2.17%
2014,11,23,Minnesota,12.24%
2014,11,23,Denver,11.54%
2014,11,23,Chicago,11.11%
2014,11,23,Jacksonville,6.82%
2014,11,23,NY Jets,2.63%
2014,11,23,Philadelphia,22.22%
2014,11,23,New England,8.11%
2014,11,23,Miami,8.11%
2014,11,23,Tennessee,9.68%
2014,11,23,Washington,3.70%
2014,11,23,Green Bay,7.14%
2014,11,23,LA Chargers,9.68%
2014,11,23,Carolina,7.69%
2014,11,23,Cleveland,6.06%
2014,11,23,NY Giants,8.00%
2014,11,23,Baltimore,10.20%
2014,11,23,San Francisco,6.90%
2014,11,23,Houston,8.11%
2014,11,23,Pittsburgh,3.03%
2014,11,23,New Orleans,6.98%
2014,11,23,Tampa Bay,0.00%
2014,11,23,Cincinnati,4.55%
2014,11,23,Seattle,0.00%
2014,11,23,Las Vegas,3.13%
2014,11,23,Arizona,3.45%
2014,11,23,Atlanta,3.85%
2014,11,23,Dallas,0.00%
2014,11,23,LA Rams,7.69%
2014,11,16,Detroit,17.78%
2014,11,16,Kansas City,10.00%
2014,11,16,NY Jets,5.71%
2014,11,16,Indianapolis,17.86%
2014,11,16,Jacksonville,9.68%
2014,11,16,Buffalo,5.13%
2014,11,16,Philadelphia,22.22%
2014,11,16,New England,11.63%
2014,11,16,Chicago,9.76%
2014,11,16,Washington,2.22%
2014,11,16,Minnesota,10.81%
2014,11,16,Miami,6.67%
2014,11,16,Denver,8.51%
2014,11,16,Tennessee,11.54%
2014,11,16,Green Bay,3.13%
2014,11,16,LA Chargers,0.00%
2014,11,16,Carolina,2.27%
2014,11,16,Cleveland,4.55%
2014,11,16,NY Giants,2.86%
2014,11,16,Pittsburgh,5.56%
2014,11,16,San Francisco,10.64%
2014,11,16,Baltimore,10.20%
2014,11,16,Houston,6.38%
2014,11,16,Tampa Bay,0.00%
2014,11,16,Seattle,3.03%
2014,11,16,Cincinnati,0.00%
2014,11,16,Dallas,6.67%
2014,11,16,Atlanta,7.32%
2014,11,16,New Orleans,3.03%
2014,11,16,Las Vegas,2.78%
2014,11,16,Arizona,5.00%
2014,11,16,LA Rams,0.00%
2014,11,9,NY Jets,9.68%
2014,11,9,Kansas City,10.00%
2014,11,9,Washington,11.11%
2014,11,9,Buffalo,16.22%
2014,11,9,Jacksonville,10.00%
2014,11,9,Detroit,4.44%
2014,11,9,Miami,4.35%
2014,11,9,Indianapolis,9.52%
2014,11,9,LA Chargers,6.06%
2014,11,9,Green Bay,12.00%
2014,11,9,Chicago,5.41%
2014,11,9,Denver,8.11%
2014,11,9,Carolina,10.00%
2014,11,9,Minnesota,8.33%
2014,11,9,New England,3.33%
2014,11,9,Cleveland,8.57%
2014,11,9,NY Giants,2.17%
2014,11,9,Philadelphia,7.55%
2014,11,9,Tennessee,2.63%
2014,11,9,Tampa Bay,0.00%
2014,11,9,Cincinnati,2.78%
2014,11,9,Pittsburgh,2.70%
2014,11,9,Seattle,2.70%
2014,11,9,Houston,2.38%
2014,11,9,Las Vegas,0.00%
2014,11,9,New Orleans,3.03%
2014,11,9,Dallas,0.00%
2014,11,9,San Francisco,0.00%
2014,11,9,Baltimore,2.00%
2014,11,9,Arizona,2.08%
2014,11,9,Atlanta,3.23%
2014,11,9,LA Rams,0.00%
2014,11,2,NY Jets,10.53%
2014,11,2,Kansas City,9.09%
2014,11,2,Detroit,5.71%
2014,11,2,Washington,2.50%
2014,11,2,Jacksonville,4.88%
2014,11,2,Miami,4.35%
2014,11,2,LA Chargers,7.50%
2014,11,2,Chicago,3.45%
2014,11,2,New England,7.14%
2014,11,2,NY Giants,5.71%
2014,11,2,Tampa Bay,10.87%
2014,11,2,Buffalo,5.13%
2014,11,2,Denver,7.89%
2014,11,2,Tennessee,0.00%
2014,11,2,Indianapolis,9.68%
2014,11,2,Minnesota,2.38%
2014,11,2,Carolina,0.00%
2014,11,2,Cincinnati,5.56%
2014,11,2,Pittsburgh,2.27%
2014,11,2,Cleveland,0.00%
2014,11,2,Green Bay,2.78%
2014,11,2,Philadelphia,11.76%
2014,11,2,Seattle,2.00%
2014,11,2,Houston,4.35%
2014,11,2,New Orleans,3.33%
2014,11,2,Dallas,4.35%
2014,11,2,Las Vegas,0.00%
2014,11,2,San Francisco,2.27%
2014,11,2,Baltimore,5.56%
2014,11,2,Arizona,2.63%
2014,11,2,Atlanta,0.00%
2014,11,2,LA Rams,0.00%
2014,10,26,Buffalo,16.13%
2014,10,26,Indianapolis,9.52%
2014,10,26,Kansas City,6.06%
2014,10,26,Detroit,2.17%
2014,10,26,Minnesota,12.24%
2014,10,26,Chicago,11.11%
2014,10,26,Jacksonville,6.82%
2014,10,26,NY Jets,2.63%
2014,10,26,Philadelphia,22.22%
2014,10,26,New England,8.11%
2014,10,26,Denver,4.65%
2014,10,26,Miami,8.11%
2014,10,26,Tennessee,9.68%
2014,10,26,Washington,3.70%
2014,10,26,Green Bay,7.14%
2014,10,26,Carolina,7.69%
2014,10,26,Cleveland,6.06%
2014,10,26,NY Giants,8.00%
2014,10,26,LA Chargers,0.00%
2014,10,26,Baltimore,10.20%
2014,10,26,San Francisco,6.90%
2014,10,26,Houston,8.11%
2014,10,26,Pittsburgh,3.03%
2014,10,26,New Orleans,6.98%
2014,10,26,Tampa Bay,0.00%
2014,10,26,Cincinnati,4.55%
2014,10,26,Seattle,0.00%
2014,10,26,Las Vegas,3.13%
2014,10,26,Arizona,3.45%
2014,10,26,Atlanta,3.85%
2014,10,26,Dallas,0.00%
2014,10,26,LA Rams,7.69%
2014,10,19,Detroit,17.78%
2014,10,19,Kansas City,10.00%
2014,10,19,Indianapolis,17.86%
2014,10,19,Jacksonville,9.68%
2014,10,19,Buffalo,5.13%
2014,10,19,NY Jets,2.63%
2014,10,19,Philadelphia,22.22%
2014,10,19,New England,8.11%
2014,10,19,Chicago,9.76%
2014,10,19,Washington,2.22%
2014,10,19,Minnesota,10.81%
2014,10,19,Miami,6.67%
2014,10,19,Denver,8.51%
2014,10,19,Tennessee,11.54%
2014,10,19,Green Bay,3.13%
2014,10,19,LA Chargers,0.00%
2014,10,19,Carolina,2.27%
2014,10,19,Cleveland,4.55%
2014,10,19,NY Giants,2.86%
2014,10,19,Pittsburgh,5.56%
2014,10,19,San Francisco,10.64%
2014,10,19,Baltimore,10.20%
2014,10,19,Houston,6.38%
2014,10,19,Tampa Bay,0.00%
2014,10,19,Seattle,3.03%
2014,10,19,Cincinnati,0.00%
2014,10,19,Dallas,6.67%
2014,10,19,New Orleans,3.03%
2014,10,19,Las Vegas,2.78%
2014,10,19,Arizona,5.00%
2014,10,19,Atlanta,5.00%
2014,10,19,LA Rams,0.00%
2014,10,12,NY Jets,9.68%
2014,10,12,Kansas City,10.00%
2014,10,12,Washington,11.11%
2014,10,12,Buffalo,16.22%
2014,10,12,Indianapolis,17.86%
2014,10,12,Jacksonville,10.00%
2014,10,12,Detroit,4.44%
2014,10,12,Miami,4.35%
2014,10,12,LA Chargers,6.06%
2014,10,12,Green Bay,12.00%
2014,10,12,Chicago,5.41%
2014,10,12,Denver,8.11%
2014,10,12,Carolina,10.00%
2014,10,12,Minnesota,8.33%
2014,10,12,New England,3.33%
2014,10,12,Cleveland,8.57%
2014,10,12,NY Giants,2.17%
2014,10,12,Philadelphia,7.55%
2014,10,12,Tennessee,2.63%
2014,10,12,Tampa Bay,0.00%
2014,10,12,Cincinnati,2.78%
2014,10,12,Pittsburgh,2.70%
2014,10,12,Houston,6.38%
2014,10,12,Seattle,2.70%
2014,10,12,Las Vegas,0.00%
2014,10,12,New Orleans,3.03%
2014,10,12,Dallas,0.00%
2014,10,12,San Francisco,0.00%
2014,10,12,Baltimore,2.00%
2014,10,12,Arizona,2.08%
2014,10,12,Atlanta,3.23%
2014,10,12,LA Rams,0.00%
2014,10,5,NY Jets,10.53%
2014,10,5,Kansas City,9.09%
2014,10,5,Detroit,5.71%
2014,10,5,Washington,2.50%
2014,10,5,Jacksonville,4.88%
2014,10,5,Miami,4.35%
2014,10,5,LA Chargers,7.50%
2014,10,5,Chicago,3.45%
2014,10,5,New England,7.14%
2014,10,5,NY Giants,5.71%
2014,10,5,Green Bay,12.00%
2014,10,5,Buffalo,7.50%
2014,10,5,Tampa Bay,10.87%
2014,10,5,Minnesota,8.33%
2014,10,5,Denver,7.89%
2014,10,5,Tennessee,0.00%
2014,10,5,Indianapolis,9.68%
2014,10,5,Carolina,0.00%
2014,10,5,Cincinnati,5.56%
2014,10,5,Pittsburgh,2.27%
2014,10,5,Cleveland,0.00%
2014,10,5,Philadelphia,11.76%
2014,10,5,Seattle,2.00%
2014,10,5,Houston,4.35%
2014,10,5,New Orleans,3.33%
2014,10,5,Dallas,4.35%
2014,10,5,Las Vegas,0.00%
2014,10,5,San Francisco,2.27%
2014,10,5,Baltimore,5.56%
2014,10,5,Arizona,2.63%
2014,10,5,Atlanta,0.00%
2014,10,5,LA Rams,0.00%
2014,9,28,Detroit,6.90%
2014,9,28,NY Jets,9.52%
2014,9,28,Tennessee,0.00%
2014,9,28,Kansas City,8.51%
2014,9,28,Miami,16.67%
2014,9,28,Washington,2.50%
2014,9,28,Chicago,6.52%
2014,9,28,Jacksonville,4.44%
2014,9,28,Minnesota,2.78%
2014,9,28,Carolina,3.23%
2014,9,28,NY Giants,5.71%
2014,9,28,New England,0.00%
2014,9,28,LA Chargers,6.98%
2014,9,28,Buffalo,7.41%
2014,9,28,Denver,7.89%
2014,9,28,Pittsburgh,6.82%
2014,9,28,Green Bay,5.56%
2014,9,28,Cincinnati,5.56%
2014,9,28,Indianapolis,11.43%
2014,9,28,Cleveland,0.00%
2014,9,28,Las Vegas,5.13%
2014,9,28,Tampa Bay,3.45%
2014,9,28,Seattle,2.00%
2014,9,28,San Francisco,0.00%
2014,9,28,Houston,3.45%
2014,9,28,New Orleans,6.25%
2014,9,28,Dallas,0.00%
2014,9,28,Atlanta,7.69%
2014,9,28,Arizona,2.63%
2014,9,28,Philadelphia,0.00%
2014,9,28,Baltimore,0.00%
2014,9,28,LA Rams,0.00%
2014,9,21,Washington,26.32%
2014,9,21,Tennessee,12.12%
2014,9,21,Minnesota,4.55%
2014,9,21,Detroit,12.82%
2014,9,21,New England,14.29%
2014,9,21,Jacksonville,7.69%
2014,9,21,Chicago,10.53%
2014,9,21,Kansas City,3.70%
2014,9,21,Carolina,7.69%
2014,9,21,NY Giants,12.12%
2014,9,21,NY Jets,8.70%
2014,9,21,Cleveland,4.76%
2014,9,21,LA Chargers,7.41%
2014,9,21,Buffalo,7.55%
2014,9,21,Seattle,2.63%
2014,9,21,San Francisco,2.86%
2014,9,21,Denver,4.55%
2014,9,21,Dallas,5.56%
2014,9,21,Green Bay,5.88%
2014,9,21,Pittsburgh,0.00%
2014,9,21,Miami,0.00%
2014,9,21,Cincinnati,4.35%
2014,9,21,Tampa Bay,3.45%
2014,9,21,Las Vegas,0.00%
2014,9,21,Philadelphia,0.00%
2014,9,21,Houston,0.00%
2014,9,21,Atlanta,7.69%
2014,9,21,Arizona,4.88%
2014,9,21,Baltimore,5.13%
2014,9,21,New Orleans,2.38%
2014,9,21,LA Rams,4.55%
2014,9,21,Indianapolis,0.00%
