year,month,day,team,defensive_sack_percentage
2017,10,15,LA Chargers,12.50%
2017,10,15,Carolina,10.26%
2017,10,15,Green Bay,10.00%
2017,10,15,Philadelphia,9.09%
2017,10,15,Atlanta,9.09%
2017,10,15,Cincinnati,11.11%
2017,10,15,Seattle,8.70%
2017,10,15,New England,7.89%
2017,10,15,Kansas City,7.69%
2017,10,15,Dallas,7.32%
2017,10,15,NY Jets,6.67%
2017,10,15,Chicago,6.25%
2017,10,15,Tennessee,5.88%
2017,10,15,Houston,7.89%
2017,10,15,Washington,4.88%
2017,10,15,Indianapolis,3.23%
2017,10,15,New Orleans,3.03%
2017,10,15,Denver,2.94%
2017,10,15,Cleveland,2.70%
2017,10,15,Minnesota,2.63%
2017,10,15,NY Giants,2.50%
2017,10,15,Buffalo,2.50%
2017,10,15,Las Vegas,2.38%
2017,10,15,Arizona,2.38%
2017,10,15,Detroit,2.04%
2017,10,15,San Francisco,0.00%
2017,10,8,New England,7.89%
2017,10,8,Kansas City,7.69%
2017,10,1,Arizona,20.00%
2017,10,1,Seattle,7.50%
2017,10,1,Carolina,7.89%
2017,10,1,Buffalo,3.23%
2017,10,1,Denver,5.88%
2017,10,1,Minnesota,9.09%
2017,10,1,Chicago,0.00%
2017,10,1,Tampa Bay,8.57%
2017,10,1,Pittsburgh,4.55%
2017,10,1,Washington,3.57%
2017,10,1,Green Bay,0.00%
2017,10,1,San Francisco,5.00%
2017,10,1,Tennessee,7.69%
2017,10,1,Philadelphia,9.38%
2017,10,1,LA Chargers,3.45%
2017,10,1,Jacksonville,8.89%
2017,10,1,NY Giants,11.11%
2017,10,1,Houston,5.00%
2017,10,1,New England,17.86%
2017,10,1,Dallas,6.52%
2017,10,1,Indianapolis,4.88%
2017,10,1,Miami,5.26%
2017,10,1,Cincinnati,5.56%
2017,10,1,Atlanta,7.35%
2017,10,1,Baltimore,3.45%
2017,10,1,LA Rams,2.33%
2017,10,1,New Orleans,2.70%
2017,10,1,Detroit,9.09%
2017,10,1,NY Jets,8.82%
2017,10,1,Cleveland,9.76%
2017,10,1,Kansas City,3.13%
2017,10,1,Las Vegas,0.00%
2017,9,24,Jacksonville,3.57%
2017,9,24,Pittsburgh,5.00%
2017,9,24,LA Rams,9.76%
2017,9,24,Philadelphia,12.50%
2017,9,24,Carolina,10.71%
2017,9,24,Kansas City,11.54%
2017,9,24,Baltimore,6.67%
2017,9,24,Green Bay,9.68%
2017,9,24,Buffalo,15.79%
2017,9,24,Cincinnati,11.11%
2017,9,24,LA Chargers,5.56%
2017,9,24,Seattle,6.90%
2017,9,24,Atlanta,5.66%
2017,9,24,Las Vegas,14.29%
2017,9,24,Indianapolis,10.00%
2017,9,24,Detroit,13.51%
2017,9,24,Dallas,5.88%
2017,9,24,NY Giants,12.50%
2017,9,24,Chicago,6.06%
2017,9,24,Arizona,9.76%
2017,9,24,Washington,7.41%
2017,9,24,Tennessee,5.56%
2017,9,24,Houston,7.89%
2017,9,24,New England,2.17%
2017,9,24,Cleveland,5.56%
2017,9,24,New Orleans,4.88%
2017,9,24,Minnesota,5.41%
2017,9,24,Denver,3.85%
2017,9,24,NY Jets,0.00%
2017,9,24,San Francisco,0.00%
2017,9,24,Miami,2.50%
2017,9,24,Tampa Bay,2.17%
2017,9,17,Jacksonville,21.74%
2017,9,17,Pittsburgh,18.92%
2017,9,17,LA Rams,16.00%
2017,9,17,Baltimore,13.89%
2017,9,17,LA Chargers,12.50%
2017,9,17,Carolina,10.26%
2017,9,17,Green Bay,10.00%
2017,9,17,Philadelphia,9.09%
2017,9,17,Atlanta,9.09%
2017,9,17,Cincinnati,11.11%
2017,9,17,Seattle,8.70%
2017,9,17,New England,7.89%
2017,9,17,Kansas City,7.69%
2017,9,17,Dallas,7.32%
2017,9,17,NY Jets,6.67%
2017,9,17,Chicago,6.25%
2017,9,17,Tennessee,5.88%
2017,9,17,Houston,7.89%
2017,9,17,Washington,4.88%
2017,9,17,Indianapolis,3.23%
2017,9,17,New Orleans,3.03%
2017,9,17,Denver,2.94%
2017,9,17,Cleveland,2.70%
2017,9,17,Minnesota,2.63%
2017,9,17,NY Giants,2.50%
2017,9,17,Buffalo,2.50%
2017,9,17,Las Vegas,2.38%
2017,9,17,Arizona,2.38%
2017,9,17,Detroit,2.04%
2017,9,17,San Francisco,0.00%
2017,9,10,New England,7.89%
2017,9,10,Kansas City,7.69%
2017,9,3,Arizona,20.00%
2017,9,3,Seattle,7.50%
2017,9,3,Carolina,7.89%
2017,9,3,Buffalo,3.23%
2017,9,3,Denver,5.88%
2017,9,3,Minnesota,9.09%
2017,9,3,Chicago,0.00%
2017,9,3,Tampa Bay,8.57%
2017,9,3,Pittsburgh,4.55%
2017,9,3,Washington,3.57%
2017,9,3,Green Bay,0.00%
2017,9,3,San Francisco,5.00%
2017,9,3,Tennessee,7.69%
2017,9,3,Philadelphia,9.38%
2017,9,3,LA Chargers,3.45%
2017,9,3,Jacksonville,8.89%
2017,9,3,NY Giants,11.11%
2017,9,3,Houston,5.00%
2017,9,3,New England,17.86%
2017,9,3,Dallas,6.52%
2017,9,3,Indianapolis,4.88%
2017,9,3,Miami,5.26%
2017,9,3,Cincinnati,5.56%
2017,9,3,Atlanta,7.35%
2017,9,3,Baltimore,3.45%
2017,9,3,LA Rams,2.33%
2017,9,3,New Orleans,2.70%
2017,9,3,Detroit,9.09%
2017,9,3,NY Jets,8.82%
2017,9,3,Cleveland,9.76%
2017,9,3,Kansas City,3.13%
2017,9,3,Las Vegas,0.00%
2017,2,26,Arizona,20.00%
2017,2,26,Seattle,7.50%
2017,2,26,Carolina,7.89%
2017,2,26,Buffalo,3.23%
2017,2,26,Denver,5.88%
2017,2,26,Minnesota,9.09%
2017,2,26,Chicago,0.00%
2017,2,26,Tampa Bay,8.57%
2017,2,26,Pittsburgh,4.55%
2017,2,26,Washington,3.57%
2017,2,26,Green Bay,0.00%
2017,2,26,San Francisco,5.00%
2017,2,26,Tennessee,7.69%
2017,2,26,Philadelphia,9.38%
2017,2,26,LA Chargers,3.45%
2017,2,26,Jacksonville,8.89%
2017,2,26,NY Giants,11.11%
2017,2,26,Houston,5.00%
2017,2,26,New England,17.86%
2017,2,26,Dallas,6.52%
2017,2,26,Indianapolis,4.88%
2017,2,26,Miami,5.26%
2017,2,26,Cincinnati,5.56%
2017,2,26,Atlanta,7.35%
2017,2,26,Baltimore,3.45%
2017,2,26,LA Rams,2.33%
2017,2,26,New Orleans,2.70%
2017,2,26,Detroit,9.09%
2017,2,26,NY Jets,8.82%
2017,2,26,Cleveland,9.76%
2017,2,26,Kansas City,3.13%
2017,2,26,Las Vegas,0.00%
2017,2,19,Arizona,20.00%
2017,2,19,Seattle,7.50%
2017,2,19,Carolina,7.89%
2017,2,19,Buffalo,3.23%
2017,2,19,Denver,5.88%
2017,2,19,Minnesota,9.09%
2017,2,19,Chicago,0.00%
2017,2,19,Tampa Bay,8.57%
2017,2,19,Pittsburgh,4.55%
2017,2,19,Washington,3.57%
2017,2,19,Green Bay,0.00%
2017,2,19,San Francisco,5.00%
2017,2,19,Tennessee,7.69%
2017,2,19,Philadelphia,9.38%
2017,2,19,LA Chargers,3.45%
2017,2,19,Jacksonville,8.89%
2017,2,19,NY Giants,11.11%
2017,2,19,Houston,5.00%
2017,2,19,New England,17.86%
2017,2,19,Dallas,6.52%
2017,2,19,Indianapolis,4.88%
2017,2,19,Miami,5.26%
2017,2,19,Cincinnati,5.56%
2017,2,19,Atlanta,7.35%
2017,2,19,Baltimore,3.45%
2017,2,19,LA Rams,2.33%
2017,2,19,New Orleans,2.70%
2017,2,19,Detroit,9.09%
2017,2,19,NY Jets,8.82%
2017,2,19,Cleveland,9.76%
2017,2,19,Kansas City,3.13%
2017,2,19,Las Vegas,0.00%
2017,2,12,Arizona,20.00%
2017,2,12,Seattle,7.50%
2017,2,12,Carolina,7.89%
2017,2,12,Buffalo,3.23%
2017,2,12,Denver,5.88%
2017,2,12,Minnesota,9.09%
2017,2,12,Chicago,0.00%
2017,2,12,Tampa Bay,8.57%
2017,2,12,Pittsburgh,4.55%
2017,2,12,Washington,3.57%
2017,2,12,Green Bay,0.00%
2017,2,12,San Francisco,5.00%
2017,2,12,Tennessee,7.69%
2017,2,12,Philadelphia,9.38%
2017,2,12,LA Chargers,3.45%
2017,2,12,Jacksonville,8.89%
2017,2,12,NY Giants,11.11%
2017,2,12,Houston,5.00%
2017,2,12,New England,17.86%
2017,2,12,Dallas,6.52%
2017,2,12,Indianapolis,4.88%
2017,2,12,Miami,5.26%
2017,2,12,Cincinnati,5.56%
2017,2,12,Atlanta,7.35%
2017,2,12,Baltimore,3.45%
2017,2,12,LA Rams,2.33%
2017,2,12,New Orleans,2.70%
2017,2,12,Detroit,9.09%
2017,2,12,NY Jets,8.82%
2017,2,12,Cleveland,9.76%
2017,2,12,Kansas City,3.13%
2017,2,12,Las Vegas,0.00%
2017,2,5,Arizona,20.00%
2017,2,5,Seattle,7.50%
2017,2,5,Carolina,7.89%
2017,2,5,Buffalo,3.23%
2017,2,5,Denver,5.88%
2017,2,5,Minnesota,9.09%
2017,2,5,Chicago,0.00%
2017,2,5,Tampa Bay,8.57%
2017,2,5,Pittsburgh,4.55%
2017,2,5,Washington,3.57%
2017,2,5,Green Bay,0.00%
2017,2,5,San Francisco,5.00%
2017,2,5,Tennessee,7.69%
2017,2,5,Philadelphia,9.38%
2017,2,5,LA Chargers,3.45%
2017,2,5,Jacksonville,8.89%
2017,2,5,NY Giants,11.11%
2017,2,5,Houston,5.00%
2017,2,5,Dallas,6.52%
2017,2,5,Indianapolis,4.88%
2017,2,5,Miami,5.26%
2017,2,5,Cincinnati,5.56%
2017,2,5,New England,0.00%
2017,2,5,Baltimore,3.45%
2017,2,5,Atlanta,4.26%
2017,2,5,LA Rams,2.33%
2017,2,5,New Orleans,2.70%
2017,2,5,Detroit,9.09%
2017,2,5,NY Jets,8.82%
2017,2,5,Cleveland,9.76%
2017,2,5,Kansas City,3.13%
2017,2,5,Las Vegas,0.00%
2017,1,29,Buffalo,0.00%
2017,1,29,Arizona,11.76%
2017,1,29,Denver,0.00%
2017,1,29,Carolina,10.81%
2017,1,29,Chicago,0.00%
2017,1,29,Minnesota,9.30%
2017,1,29,Seattle,3.57%
2017,1,29,Green Bay,7.41%
2017,1,29,Tampa Bay,5.56%
2017,1,29,Washington,2.44%
2017,1,29,San Francisco,14.29%
2017,1,29,Pittsburgh,4.35%
2017,1,29,LA Chargers,24.32%
2017,1,29,Tennessee,4.88%
2017,1,29,New England,7.69%
2017,1,29,Miami,4.88%
2017,1,29,Philadelphia,0.00%
2017,1,29,Dallas,8.00%
2017,1,29,Indianapolis,2.86%
2017,1,29,Jacksonville,6.38%
2017,1,29,LA Rams,9.76%
2017,1,29,Cincinnati,12.12%
2017,1,29,Baltimore,0.00%
2017,1,29,Houston,6.82%
2017,1,29,New Orleans,5.41%
2017,1,29,Atlanta,4.44%
2017,1,29,NY Giants,0.00%
2017,1,29,Kansas City,0.00%
2017,1,29,Detroit,4.55%
2017,1,29,Las Vegas,0.00%
2017,1,29,NY Jets,3.33%
2017,1,29,Cleveland,0.00%
2017,1,22,Buffalo,15.15%
2017,1,22,Denver,5.88%
2017,1,22,Chicago,11.43%
2017,1,22,Arizona,5.88%
2017,1,22,Seattle,10.26%
2017,1,22,Carolina,2.08%
2017,1,22,Minnesota,0.00%
2017,1,22,Green Bay,2.27%
2017,1,22,Washington,5.13%
2017,1,22,Tampa Bay,7.69%
2017,1,22,Philadelphia,9.09%
2017,1,22,Pittsburgh,3.57%
2017,1,22,Tennessee,3.45%
2017,1,22,Miami,6.12%
2017,1,22,New England,9.09%
2017,1,22,Indianapolis,10.64%
2017,1,22,San Francisco,4.00%
2017,1,22,Baltimore,2.33%
2017,1,22,Jacksonville,0.00%
2017,1,22,Dallas,10.26%
2017,1,22,NY Giants,2.50%
2017,1,22,Kansas City,2.94%
2017,1,22,Atlanta,5.71%
2017,1,22,New Orleans,2.44%
2017,1,22,Houston,6.67%
2017,1,22,LA Rams,7.14%
2017,1,22,Las Vegas,9.09%
2017,1,22,Cincinnati,2.70%
2017,1,22,Detroit,6.67%
2017,1,22,Cleveland,3.85%
2017,1,22,LA Chargers,6.25%
2017,1,22,NY Jets,5.26%
2017,1,15,Denver,8.70%
2017,1,15,Carolina,11.36%
2017,1,15,Buffalo,0.00%
2017,1,15,Minnesota,9.76%
2017,1,15,Chicago,7.89%
2017,1,15,Green Bay,7.14%
2017,1,15,Arizona,3.85%
2017,1,15,Seattle,3.85%
2017,1,15,Washington,8.00%
2017,1,15,Tampa Bay,2.38%
2017,1,15,Philadelphia,8.70%
2017,1,15,Pittsburgh,16.67%
2017,1,15,Tennessee,5.45%
2017,1,15,Jacksonville,0.00%
2017,1,15,Baltimore,2.56%
2017,1,15,San Francisco,14.63%
2017,1,15,Miami,8.33%
2017,1,15,NY Giants,7.50%
2017,1,15,New England,3.70%
2017,1,15,Kansas City,2.38%
2017,1,15,New Orleans,7.14%
2017,1,15,Indianapolis,7.69%
2017,1,15,Atlanta,6.82%
2017,1,15,Cincinnati,9.68%
2017,1,15,Houston,2.17%
2017,1,15,Dallas,9.68%
2017,1,15,LA Rams,6.25%
2017,1,15,Las Vegas,3.70%
2017,1,15,Cleveland,12.50%
2017,1,15,Detroit,3.03%
2017,1,15,NY Jets,7.14%
2017,1,15,LA Chargers,6.90%
2017,1,8,Buffalo,0.00%
2017,1,8,Denver,2.33%
2017,1,8,Arizona,5.13%
2017,1,8,Green Bay,5.41%
2017,1,8,Chicago,28.57%
2017,1,8,Carolina,7.14%
2017,1,8,Minnesota,14.29%
2017,1,8,Seattle,0.00%
2017,1,8,Tampa Bay,7.14%
2017,1,8,Washington,4.17%
2017,1,8,Jacksonville,7.69%
2017,1,8,Tennessee,0.00%
2017,1,8,Baltimore,4.76%
2017,1,8,Philadelphia,0.00%
2017,1,8,Kansas City,5.56%
2017,1,8,New England,11.11%
2017,1,8,Pittsburgh,4.88%
2017,1,8,Miami,0.00%
2017,1,8,Houston,3.23%
2017,1,8,NY Giants,5.13%
2017,1,8,New Orleans,4.55%
2017,1,8,Indianapolis,2.63%
2017,1,8,Atlanta,3.85%
2017,1,8,San Francisco,5.26%
2017,1,8,LA Rams,0.00%
2017,1,8,Cincinnati,1.64%
2017,1,8,Detroit,2.22%
2017,1,8,Las Vegas,10.26%
2017,1,8,Dallas,6.00%
2017,1,8,NY Jets,3.33%
2017,1,8,LA Chargers,3.23%
2017,1,8,Cleveland,3.57%
2017,1,1,Buffalo,7.14%
2017,1,1,Denver,12.00%
2017,1,1,Arizona,8.11%
2017,1,1,Seattle,0.00%
2017,1,1,Green Bay,10.00%
2017,1,1,Carolina,4.88%
2017,1,1,Washington,4.00%
2017,1,1,Tampa Bay,15.38%
2017,1,1,Minnesota,4.76%
2017,1,1,Philadelphia,0.00%
2017,1,1,Jacksonville,21.74%
2017,1,1,Baltimore,5.88%
2017,1,1,Miami,4.17%
2017,1,1,Tennessee,0.00%
2017,1,1,Chicago,0.00%
2017,1,1,Kansas City,12.82%
2017,1,1,Pittsburgh,7.50%
2017,1,1,Houston,3.23%
2017,1,1,LA Rams,5.13%
2017,1,1,NY Giants,13.73%
2017,1,1,New Orleans,8.57%
2017,1,1,Indianapolis,0.00%
2017,1,1,Cincinnati,5.26%
2017,1,1,New England,3.03%
2017,1,1,Detroit,0.00%
2017,1,1,Atlanta,4.26%
2017,1,1,San Francisco,6.25%
2017,1,1,NY Jets,0.00%
2017,1,1,Dallas,0.00%
2017,1,1,LA Chargers,2.63%
2017,1,1,Las Vegas,6.67%
2017,1,1,Cleveland,3.57%
2016,12,25,Denver,5.88%
2016,12,25,Buffalo,0.00%
2016,12,25,Arizona,11.76%
2016,12,25,Carolina,10.81%
2016,12,25,Chicago,0.00%
2016,12,25,Minnesota,9.30%
2016,12,25,Seattle,3.57%
2016,12,25,Green Bay,7.41%
2016,12,25,Tampa Bay,5.56%
2016,12,25,Washington,2.44%
2016,12,25,San Francisco,14.29%
2016,12,25,Pittsburgh,3.57%
2016,12,25,LA Chargers,24.32%
2016,12,25,Tennessee,4.88%
2016,12,25,New England,7.69%
2016,12,25,Miami,4.88%
2016,12,25,Philadelphia,0.00%
2016,12,25,Baltimore,2.33%
2016,12,25,Indianapolis,2.94%
2016,12,25,Jacksonville,6.38%
2016,12,25,LA Rams,9.52%
2016,12,25,Cincinnati,12.12%
2016,12,25,Dallas,10.26%
2016,12,25,Houston,6.82%
2016,12,25,Kansas City,2.94%
2016,12,25,New Orleans,5.41%
2016,12,25,Atlanta,4.44%
2016,12,25,NY Giants,0.00%
2016,12,25,Detroit,6.67%
2016,12,25,Las Vegas,0.00%
2016,12,25,NY Jets,3.33%
2016,12,25,Cleveland,0.00%
2016,12,18,Denver,8.70%
2016,12,18,Carolina,11.36%
2016,12,18,Buffalo,0.00%
2016,12,18,Minnesota,9.76%
2016,12,18,Chicago,7.89%
2016,12,18,Green Bay,7.14%
2016,12,18,Arizona,3.85%
2016,12,18,Seattle,10.26%
2016,12,18,Washington,8.00%
2016,12,18,Tampa Bay,2.38%
2016,12,18,Philadelphia,8.70%
2016,12,18,Pittsburgh,16.67%
2016,12,18,Tennessee,5.45%
2016,12,18,Jacksonville,0.00%
2016,12,18,Baltimore,2.56%
2016,12,18,Miami,6.12%
2016,12,18,San Francisco,14.63%
2016,12,18,NY Giants,7.50%
2016,12,18,New England,3.70%
2016,12,18,Kansas City,2.38%
2016,12,18,New Orleans,7.14%
2016,12,18,Indianapolis,7.69%
2016,12,18,Atlanta,6.82%
2016,12,18,Cincinnati,9.68%
2016,12,18,LA Rams,7.14%
2016,12,18,Houston,2.17%
2016,12,18,Dallas,9.68%
2016,12,18,Las Vegas,3.70%
2016,12,18,Cleveland,12.50%
2016,12,18,Detroit,3.03%
2016,12,18,NY Jets,5.26%
2016,12,18,LA Chargers,6.90%
2016,12,11,Buffalo,0.00%
2016,12,11,Denver,2.33%
2016,12,11,Arizona,5.13%
2016,12,11,Green Bay,5.41%
2016,12,11,Chicago,28.57%
2016,12,11,Carolina,7.14%
2016,12,11,Minnesota,14.29%
2016,12,11,Seattle,0.00%
2016,12,11,Tampa Bay,7.14%
2016,12,11,Washington,4.17%
2016,12,11,Jacksonville,7.69%
2016,12,11,Tennessee,0.00%
2016,12,11,Baltimore,4.76%
2016,12,11,Philadelphia,0.00%
2016,12,11,New England,11.11%
2016,12,11,Pittsburgh,4.88%
2016,12,11,Miami,0.00%
2016,12,11,Kansas City,2.38%
2016,12,11,Houston,3.23%
2016,12,11,NY Giants,5.13%
2016,12,11,New Orleans,4.55%
2016,12,11,Indianapolis,2.63%
2016,12,11,Atlanta,3.85%
2016,12,11,San Francisco,5.26%
2016,12,11,LA Rams,0.00%
2016,12,11,Cincinnati,1.64%
2016,12,11,Detroit,2.22%
2016,12,11,Las Vegas,3.70%
2016,12,11,Dallas,6.00%
2016,12,11,NY Jets,3.33%
2016,12,11,LA Chargers,3.23%
2016,12,11,Cleveland,3.57%
2016,12,4,Buffalo,7.14%
2016,12,4,Denver,12.00%
2016,12,4,Arizona,8.11%
2016,12,4,Seattle,0.00%
2016,12,4,Green Bay,10.00%
2016,12,4,Carolina,2.50%
2016,12,4,Minnesota,14.29%
2016,12,4,Washington,4.00%
2016,12,4,Tampa Bay,15.38%
2016,12,4,Philadelphia,0.00%
2016,12,4,Jacksonville,21.74%
2016,12,4,Baltimore,5.88%
2016,12,4,Miami,4.17%
2016,12,4,Tennessee,0.00%
2016,12,4,Chicago,0.00%
2016,12,4,Kansas City,12.82%
2016,12,4,Pittsburgh,7.50%
2016,12,4,Houston,3.23%
2016,12,4,LA Rams,5.13%
2016,12,4,NY Giants,13.73%
2016,12,4,New Orleans,8.57%
2016,12,4,Indianapolis,0.00%
2016,12,4,Cincinnati,5.26%
2016,12,4,New England,3.03%
2016,12,4,Detroit,0.00%
2016,12,4,Atlanta,4.26%
2016,12,4,San Francisco,6.25%
2016,12,4,Dallas,6.00%
2016,12,4,NY Jets,0.00%
2016,12,4,LA Chargers,2.63%
2016,12,4,Las Vegas,6.45%
2016,12,4,Cleveland,3.57%
2016,11,27,Buffalo,2.27%
2016,11,27,Seattle,4.26%
2016,11,27,Denver,3.33%
2016,11,27,Carolina,6.38%
2016,11,27,Arizona,6.67%
2016,11,27,Philadelphia,3.03%
2016,11,27,Green Bay,6.25%
2016,11,27,Tennessee,6.67%
2016,11,27,Washington,4.00%
2016,11,27,Minnesota,4.76%
2016,11,27,Miami,3.13%
2016,11,27,Chicago,0.00%
2016,11,27,Baltimore,2.70%
2016,11,27,Tampa Bay,0.00%
2016,11,27,Houston,0.00%
2016,11,27,Pittsburgh,7.50%
2016,11,27,Jacksonville,8.33%
2016,11,27,New England,14.29%
2016,11,27,LA Rams,10.53%
2016,11,27,Indianapolis,0.00%
2016,11,27,Cincinnati,6.90%
2016,11,27,Atlanta,5.26%
2016,11,27,NY Jets,9.09%
2016,11,27,Detroit,0.00%
2016,11,27,New Orleans,5.71%
2016,11,27,Kansas City,2.50%
2016,11,27,San Francisco,2.44%
2016,11,27,LA Chargers,4.00%
2016,11,27,Dallas,0.00%
2016,11,27,NY Giants,11.76%
2016,11,27,Cleveland,0.00%
2016,11,27,Las Vegas,4.88%
2016,11,20,Buffalo,13.33%
2016,11,20,Seattle,5.88%
2016,11,20,Denver,3.33%
2016,11,20,Philadelphia,5.71%
2016,11,20,Arizona,9.09%
2016,11,20,Carolina,6.38%
2016,11,20,Green Bay,6.90%
2016,11,20,Washington,6.98%
2016,11,20,Chicago,10.81%
2016,11,20,Tennessee,8.33%
2016,11,20,Miami,6.38%
2016,11,20,Baltimore,11.43%
2016,11,20,Minnesota,2.94%
2016,11,20,Tampa Bay,11.76%
2016,11,20,Houston,3.92%
2016,11,20,Detroit,4.76%
2016,11,20,Dallas,2.13%
2016,11,20,Kansas City,5.00%
2016,11,20,Atlanta,5.26%
2016,11,20,NY Jets,9.09%
2016,11,20,Cincinnati,2.22%
2016,11,20,Jacksonville,3.57%
2016,11,20,San Francisco,3.92%
2016,11,20,New Orleans,5.71%
2016,11,20,Indianapolis,6.52%
2016,11,20,LA Rams,3.03%
2016,11,20,LA Chargers,4.00%
2016,11,20,Cleveland,4.65%
2016,11,20,New England,7.50%
2016,11,20,Las Vegas,5.13%
2016,11,20,Pittsburgh,5.88%
2016,11,20,NY Giants,9.38%
2016,11,13,Buffalo,13.33%
2016,11,13,Seattle,11.36%
2016,11,13,Denver,6.06%
2016,11,13,Philadelphia,2.70%
2016,11,13,Carolina,8.00%
2016,11,13,Green Bay,5.26%
2016,11,13,Arizona,3.57%
2016,11,13,Washington,6.67%
2016,11,13,Minnesota,2.70%
2016,11,13,Miami,9.38%
2016,11,13,Baltimore,11.43%
2016,11,13,Houston,2.38%
2016,11,13,Tennessee,2.94%
2016,11,13,Chicago,11.90%
2016,11,13,Detroit,4.76%
2016,11,13,Dallas,12.90%
2016,11,13,Tampa Bay,5.56%
2016,11,13,Cincinnati,1.75%
2016,11,13,Kansas City,4.65%
2016,11,13,San Francisco,2.50%
2016,11,13,Jacksonville,5.71%
2016,11,13,Atlanta,4.00%
2016,11,13,LA Rams,13.51%
2016,11,13,Indianapolis,6.52%
2016,11,13,NY Jets,3.33%
2016,11,13,LA Chargers,0.00%
2016,11,13,Cleveland,4.65%
2016,11,13,New England,4.76%
2016,11,13,Las Vegas,5.13%
2016,11,13,New Orleans,2.50%
2016,11,13,Pittsburgh,8.82%
2016,11,13,NY Giants,4.08%
2016,11,6,Buffalo,13.16%
2016,11,6,Philadelphia,4.76%
2016,11,6,Denver,7.84%
2016,11,6,Seattle,5.41%
2016,11,6,Green Bay,5.41%
2016,11,6,Carolina,14.81%
2016,11,6,Minnesota,3.13%
2016,11,6,Arizona,3.57%
2016,11,6,Washington,6.67%
2016,11,6,Tennessee,3.57%
2016,11,6,Houston,2.38%
2016,11,6,Chicago,11.90%
2016,11,6,Baltimore,18.52%
2016,11,6,Miami,12.50%
2016,11,6,Detroit,9.38%
2016,11,6,Tampa Bay,5.56%
2016,11,6,San Francisco,6.25%
2016,11,6,Cincinnati,1.75%
2016,11,6,Atlanta,5.88%
2016,11,6,Kansas City,14.63%
2016,11,6,LA Chargers,2.56%
2016,11,6,Jacksonville,0.00%
2016,11,6,Dallas,6.38%
2016,11,6,Cleveland,5.56%
2016,11,6,NY Jets,1.92%
2016,11,6,Indianapolis,6.82%
2016,11,6,New England,4.76%
2016,11,6,New Orleans,2.70%
2016,11,6,Las Vegas,5.88%
2016,11,6,LA Rams,0.00%
2016,11,6,NY Giants,5.36%
2016,11,6,Pittsburgh,0.00%
2016,10,30,Minnesota,18.18%
2016,10,30,Houston,5.00%
2016,10,30,Denver,11.43%
2016,10,30,Philadelphia,8.33%
2016,10,30,Baltimore,9.52%
2016,10,30,NY Jets,5.71%
2016,10,30,Seattle,0.00%
2016,10,30,Green Bay,6.82%
2016,10,30,Buffalo,9.09%
2016,10,30,Arizona,13.79%
2016,10,30,Cincinnati,16.67%
2016,10,30,Miami,3.13%
2016,10,30,Detroit,7.69%
2016,10,30,Carolina,6.67%
2016,10,30,Washington,5.00%
2016,10,30,Jacksonville,4.76%
2016,10,30,LA Chargers,5.13%
2016,10,30,Tampa Bay,3.70%
2016,10,30,San Francisco,5.88%
2016,10,30,Tennessee,2.78%
2016,10,30,Chicago,0.00%
2016,10,30,Dallas,2.00%
2016,10,30,New England,4.65%
2016,10,30,New Orleans,6.25%
2016,10,30,Indianapolis,4.88%
2016,10,30,NY Giants,5.26%
2016,10,30,LA Rams,3.33%
2016,10,30,Las Vegas,2.94%
2016,10,30,Kansas City,0.00%
2016,10,30,Cleveland,2.50%
2016,10,30,Atlanta,3.57%
2016,10,30,Pittsburgh,0.00%
2016,10,23,Seattle,9.09%
2016,10,23,Houston,5.00%
2016,10,23,NY Jets,0.00%
2016,10,23,Denver,11.11%
2016,10,23,Philadelphia,9.38%
2016,10,23,Green Bay,11.43%
2016,10,23,Minnesota,12.20%
2016,10,23,Baltimore,8.33%
2016,10,23,Buffalo,2.86%
2016,10,23,Washington,11.76%
2016,10,23,Jacksonville,10.71%
2016,10,23,Carolina,5.26%
2016,10,23,Miami,5.41%
2016,10,23,Detroit,8.33%
2016,10,23,Arizona,5.45%
2016,10,23,Chicago,5.56%
2016,10,23,Tampa Bay,2.86%
2016,10,23,Tennessee,9.09%
2016,10,23,Dallas,4.17%
2016,10,23,LA Chargers,3.85%
2016,10,23,Kansas City,5.71%
2016,10,23,New England,4.65%
2016,10,23,San Francisco,2.44%
2016,10,23,LA Rams,5.41%
2016,10,23,Cincinnati,2.63%
2016,10,23,Indianapolis,2.94%
2016,10,23,Las Vegas,2.86%
2016,10,23,New Orleans,4.65%
2016,10,23,Cleveland,0.00%
2016,10,23,NY Giants,4.35%
2016,10,23,Atlanta,2.17%
2016,10,23,Pittsburgh,1.82%
2016,10,16,Houston,14.71%
2016,10,16,Seattle,14.71%
2016,10,16,Philadelphia,10.34%
2016,10,16,NY Jets,0.00%
2016,10,16,Baltimore,8.33%
2016,10,16,Denver,8.33%
2016,10,16,New England,7.50%
2016,10,16,Green Bay,7.14%
2016,10,16,Carolina,7.14%
2016,10,16,Tampa Bay,7.14%
2016,10,16,Buffalo,2.86%
2016,10,16,Dallas,6.67%
2016,10,16,Miami,6.52%
2016,10,16,LA Chargers,5.88%
2016,10,16,Arizona,5.71%
2016,10,16,San Francisco,5.41%
2016,10,16,Chicago,5.41%
2016,10,16,Cleveland,5.13%
2016,10,16,Minnesota,4.65%
2016,10,16,Detroit,4.08%
2016,10,16,Jacksonville,2.86%
2016,10,16,Cincinnati,2.78%
2016,10,16,Kansas City,2.70%
