year,month,day,team,red_zone_TD_percentage
2021,11,7,Detroit,100.00%
2021,11,7,NY Giants,66.67%
2021,11,7,Washington,0.00%
2021,10,31,San Francisco,66.67%
2021,10,31,New Orleans,25.00%
2021,10,31,Baltimore,100.00%
2021,10,31,Cincinnati,0.00%
2021,10,31,Philadelphia,75.00%
2021,10,31,Arizona,75.00%
2021,10,31,Minnesota,60.00%
2021,10,31,Tampa Bay,71.43%
2021,10,31,LA Rams,75.00%
2021,10,31,Miami,80.00%
2021,10,31,Kansas City,0.00%
2021,10,31,Jacksonville,50.00%
2021,10,31,Atlanta,40.00%
2021,10,31,LA Chargers,50.00%
2021,10,31,Las Vegas,66.67%
2021,10,31,Tennessee,50.00%
2021,10,31,Carolina,0.00%
2021,10,31,Chicago,0.00%
2021,10,31,New England,100.00%
2021,10,31,Green Bay,60.00%
2021,10,31,Pittsburgh,50.00%
2021,10,31,Cleveland,66.67%
2021,10,31,Dallas,40.00%
2021,10,31,Buffalo,40.00%
2021,10,31,NY Jets,100.00%
2021,10,31,Washington,0.00%
2021,10,31,Denver,100.00%
2021,10,31,Detroit,0.00%
2021,10,31,Indianapolis,60.00%
2021,10,31,NY Giants,66.67%
2021,10,24,New Orleans,100.00%
2021,10,24,San Francisco,50.00%
2021,10,24,Cincinnati,100.00%
2021,10,24,Seattle,66.67%
2021,10,24,Baltimore,80.00%
2021,10,24,Kansas City,75.00%
2021,10,24,Philadelphia,100.00%
2021,10,24,Atlanta,75.00%
2021,10,24,Arizona,57.14%
2021,10,24,Chicago,100.00%
2021,10,24,Minnesota,60.00%
2021,10,24,Tampa Bay,75.00%
2021,10,24,LA Rams,80.00%
2021,10,24,Detroit,50.00%
2021,10,24,Jacksonville,50.00%
2021,10,24,Carolina,66.67%
2021,10,24,LA Chargers,50.00%
2021,10,24,Tennessee,100.00%
2021,10,24,Houston,0.00%
2021,10,24,Las Vegas,66.67%
2021,10,24,Green Bay,75.00%
2021,10,24,Miami,50.00%
2021,10,24,Pittsburgh,50.00%
2021,10,24,Cleveland,66.67%
2021,10,24,Dallas,40.00%
2021,10,24,Buffalo,40.00%
2021,10,24,Denver,100.00%
2021,10,24,NY Jets,50.00%
2021,10,24,New England,100.00%
2021,10,24,Indianapolis,100.00%
2021,10,24,NY Giants,50.00%
2021,10,17,New Orleans,100.00%
2021,10,17,San Francisco,50.00%
2021,10,17,Cincinnati,100.00%
2021,10,17,Seattle,33.33%
2021,10,17,Arizona,66.67%
2021,10,17,Philadelphia,100.00%
2021,10,17,Kansas City,40.00%
2021,10,17,Minnesota,100.00%
2021,10,17,Baltimore,60.00%
2021,10,17,Atlanta,75.00%
2021,10,17,Houston,50.00%
2021,10,17,Jacksonville,60.00%
2021,10,17,Tampa Bay,75.00%
2021,10,17,Detroit,100.00%
2021,10,17,Washington,40.00%
2021,10,17,LA Chargers,100.00%
2021,10,17,Chicago,100.00%
2021,10,17,Carolina,50.00%
2021,10,17,Pittsburgh,100.00%
2021,10,17,Dallas,40.00%
2021,10,17,Miami,50.00%
2021,10,17,LA Rams,60.00%
2021,10,17,Las Vegas,50.00%
2021,10,17,Buffalo,66.67%
2021,10,17,Cleveland,50.00%
2021,10,17,Tennessee,80.00%
2021,10,17,Green Bay,40.00%
2021,10,17,NY Jets,50.00%
2021,10,17,Denver,33.33%
2021,10,17,NY Giants,66.67%
2021,10,17,New England,40.00%
2021,10,17,Indianapolis,25.00%
2021,10,10,San Francisco,100.00%
2021,10,10,New Orleans,100.00%
2021,10,10,Kansas City,100.00%
2021,10,10,Seattle,33.33%
2021,10,10,Cincinnati,50.00%
2021,10,10,Baltimore,33.33%
2021,10,10,Washington,66.67%
2021,10,10,Arizona,60.00%
2021,10,10,Houston,0.00%
2021,10,10,Philadelphia,50.00%
2021,10,10,Atlanta,75.00%
2021,10,10,Jacksonville,75.00%
2021,10,10,Minnesota,100.00%
2021,10,10,Dallas,100.00%
2021,10,10,Miami,100.00%
2021,10,10,Carolina,100.00%
2021,10,10,Detroit,20.00%
2021,10,10,Cleveland,50.00%
2021,10,10,Tampa Bay,25.00%
2021,10,10,Green Bay,50.00%
2021,10,10,Las Vegas,100.00%
2021,10,10,LA Rams,60.00%
2021,10,10,Buffalo,42.86%
2021,10,10,LA Chargers,80.00%
2021,10,10,Chicago,75.00%
2021,10,10,Pittsburgh,100.00%
2021,10,10,Tennessee,40.00%
2021,10,10,Denver,50.00%
2021,10,10,NY Jets,50.00%
2021,10,10,Indianapolis,50.00%
2021,10,10,New England,66.67%
2021,10,10,NY Giants,33.33%
2021,10,3,San Francisco,100.00%
2021,10,3,New Orleans,75.00%
2021,10,3,Baltimore,50.00%
2021,10,3,Detroit,66.67%
2021,10,3,Philadelphia,100.00%
2021,10,3,Seattle,100.00%
2021,10,3,Houston,100.00%
2021,10,3,Arizona,75.00%
2021,10,3,Washington,100.00%
2021,10,3,Cincinnati,50.00%
2021,10,3,Tampa Bay,75.00%
2021,10,3,Kansas City,75.00%
2021,10,3,Jacksonville,75.00%
2021,10,3,Buffalo,66.67%
2021,10,3,Cleveland,25.00%
2021,10,3,Minnesota,50.00%
2021,10,3,Green Bay,60.00%
2021,10,3,Atlanta,100.00%
2021,10,3,LA Rams,75.00%
2021,10,3,Dallas,80.00%
2021,10,3,Tennessee,60.00%
2021,10,3,Las Vegas,75.00%
2021,10,3,Miami,100.00%
2021,10,3,Carolina,60.00%
2021,10,3,LA Chargers,80.00%
2021,10,3,Pittsburgh,33.33%
2021,10,3,Chicago,0.00%
2021,10,3,Denver,40.00%
2021,10,3,Indianapolis,33.33%
2021,10,3,NY Giants,33.33%
2021,10,3,New England,0.00%
2021,9,26,San Francisco,100.00%
2021,9,26,Baltimore,100.00%
2021,9,26,New Orleans,100.00%
2021,9,26,Detroit,100.00%
2021,9,26,Cleveland,66.67%
2021,9,26,Minnesota,66.67%
2021,9,26,Philadelphia,50.00%
2021,9,26,Seattle,66.67%
2021,9,26,Arizona,75.00%
2021,9,26,Houston,100.00%
2021,9,26,Cincinnati,100.00%
2021,9,26,Tampa Bay,80.00%
2021,9,26,Kansas City,100.00%
2021,9,26,Washington,75.00%
2021,9,26,Green Bay,100.00%
2021,9,26,Buffalo,100.00%
2021,9,26,LA Rams,60.00%
2021,9,26,Carolina,60.00%
2021,9,26,Pittsburgh,100.00%
2021,9,26,Chicago,33.33%
2021,9,26,Atlanta,75.00%
2021,9,26,Tennessee,33.33%
2021,9,26,Las Vegas,33.33%
2021,9,26,Denver,50.00%
2021,9,26,Dallas,66.67%
2021,9,26,Miami,0.00%
2021,9,26,Indianapolis,25.00%
2021,9,26,NY Jets,0.00%
2021,9,26,NY Giants,33.33%
2021,9,26,LA Chargers,25.00%
2021,9,26,New England,33.33%
2021,9,19,San Francisco,100.00%
2021,9,19,Philadelphia,100.00%
2021,9,19,Tennessee,100.00%
2021,9,19,New Orleans,100.00%
2021,9,19,Detroit,100.00%
2021,9,19,Seattle,100.00%
2021,9,19,Jacksonville,100.00%
2021,9,19,Cleveland,100.00%
2021,9,19,Miami,100.00%
2021,9,19,Minnesota,100.00%
2021,9,19,Baltimore,100.00%
2021,9,19,NY Jets,100.00%
2021,9,19,Arizona,80.00%
2021,9,19,Houston,66.67%
2021,9,19,Cincinnati,66.67%
2021,9,19,Chicago,66.67%
2021,9,19,Washington,75.00%
2021,9,19,Tampa Bay,60.00%
2021,9,19,Kansas City,60.00%
2021,9,19,LA Rams,50.00%
2021,9,19,Indianapolis,50.00%
2021,9,19,Las Vegas,50.00%
2021,9,19,Denver,40.00%
2021,9,19,NY Giants,33.33%
2021,9,19,LA Chargers,33.33%
2021,9,19,Pittsburgh,33.33%
2021,9,19,Carolina,25.00%
2021,9,19,New England,25.00%
2021,9,19,Dallas,25.00%
2021,9,19,Buffalo,25.00%
2021,9,19,Green Bay,0.00%
2021,9,19,Atlanta,0.00%
2021,9,12,Tampa Bay,60.00%
2021,9,12,Dallas,25.00%
2021,9,5,Green Bay,50.00%
2021,9,5,Tennessee,50.00%
2021,9,5,Seattle,100.00%
2021,9,5,Cleveland,100.00%
2021,9,5,New Orleans,50.00%
2021,9,5,Minnesota,50.00%
2021,9,5,San Francisco,50.00%
2021,9,5,Pittsburgh,100.00%
2021,9,5,Detroit,100.00%
2021,9,5,Arizona,50.00%
2021,9,5,Tampa Bay,60.00%
2021,9,5,Buffalo,40.00%
2021,9,5,Philadelphia,66.67%
2021,9,5,Jacksonville,100.00%
2021,9,5,Baltimore,0.00%
2021,9,5,Kansas City,0.00%
2021,9,5,Washington,75.00%
2021,9,5,Miami,66.67%
2021,9,5,LA Rams,66.67%
2021,9,5,LA Chargers,66.67%
2021,9,5,Indianapolis,40.00%
2021,9,5,Chicago,50.00%
2021,9,5,Las Vegas,50.00%
2021,9,5,New England,100.00%
2021,9,5,Houston,40.00%
2021,9,5,Atlanta,60.00%
2021,9,5,Denver,40.00%
2021,9,5,Carolina,25.00%
2021,9,5,Dallas,25.00%
2021,9,5,Cincinnati,0.00%
2021,9,5,NY Giants,100.00%
2021,9,5,NY Jets,50.00%
2021,2,28,Green Bay,50.00%
2021,2,28,Tennessee,50.00%
2021,2,28,Seattle,100.00%
2021,2,28,Cleveland,100.00%
2021,2,28,New Orleans,50.00%
2021,2,28,Minnesota,50.00%
2021,2,28,San Francisco,50.00%
2021,2,28,Pittsburgh,100.00%
2021,2,28,Detroit,100.00%
2021,2,28,Arizona,50.00%
2021,2,28,Tampa Bay,60.00%
2021,2,28,Buffalo,40.00%
2021,2,28,Philadelphia,66.67%
2021,2,28,Jacksonville,100.00%
2021,2,28,Baltimore,0.00%
2021,2,28,Kansas City,0.00%
2021,2,28,Washington,75.00%
2021,2,28,Miami,66.67%
2021,2,28,LA Rams,66.67%
2021,2,28,LA Chargers,66.67%
2021,2,28,Indianapolis,40.00%
2021,2,28,Chicago,50.00%
2021,2,28,Las Vegas,50.00%
2021,2,28,New England,100.00%
2021,2,28,Houston,40.00%
2021,2,28,Atlanta,60.00%
2021,2,28,Denver,40.00%
2021,2,28,Carolina,25.00%
2021,2,28,Dallas,25.00%
2021,2,28,Cincinnati,0.00%
2021,2,28,NY Giants,100.00%
2021,2,28,NY Jets,50.00%
2021,2,21,Green Bay,50.00%
2021,2,21,Tennessee,50.00%
2021,2,21,Seattle,100.00%
2021,2,21,Cleveland,100.00%
2021,2,21,New Orleans,50.00%
2021,2,21,Minnesota,50.00%
2021,2,21,San Francisco,50.00%
2021,2,21,Pittsburgh,100.00%
2021,2,21,Detroit,100.00%
2021,2,21,Arizona,50.00%
2021,2,21,Tampa Bay,60.00%
2021,2,21,Buffalo,40.00%
2021,2,21,Philadelphia,66.67%
2021,2,21,Jacksonville,100.00%
2021,2,21,Baltimore,0.00%
2021,2,21,Kansas City,0.00%
2021,2,21,Washington,75.00%
2021,2,21,Miami,66.67%
2021,2,21,LA Rams,66.67%
2021,2,21,LA Chargers,66.67%
2021,2,21,Indianapolis,40.00%
2021,2,21,Chicago,50.00%
2021,2,21,Las Vegas,50.00%
2021,2,21,New England,100.00%
2021,2,21,Houston,40.00%
2021,2,21,Atlanta,60.00%
2021,2,21,Denver,40.00%
2021,2,21,Carolina,25.00%
2021,2,21,Dallas,25.00%
2021,2,21,Cincinnati,0.00%
2021,2,21,NY Giants,100.00%
2021,2,21,NY Jets,50.00%
2021,2,14,Green Bay,50.00%
2021,2,14,Tennessee,50.00%
2021,2,14,Seattle,100.00%
2021,2,14,Cleveland,100.00%
2021,2,14,New Orleans,50.00%
2021,2,14,Minnesota,50.00%
2021,2,14,San Francisco,50.00%
2021,2,14,Pittsburgh,100.00%
2021,2,14,Detroit,100.00%
2021,2,14,Arizona,50.00%
2021,2,14,Tampa Bay,60.00%
2021,2,14,Buffalo,40.00%
2021,2,14,Philadelphia,66.67%
2021,2,14,Jacksonville,100.00%
2021,2,14,Baltimore,0.00%
2021,2,14,Kansas City,0.00%
2021,2,14,Washington,75.00%
2021,2,14,Miami,66.67%
2021,2,14,LA Rams,66.67%
2021,2,14,LA Chargers,66.67%
2021,2,14,Indianapolis,40.00%
2021,2,14,Chicago,50.00%
2021,2,14,Las Vegas,50.00%
2021,2,14,New England,100.00%
2021,2,14,Houston,40.00%
2021,2,14,Atlanta,60.00%
2021,2,14,Denver,40.00%
2021,2,14,Carolina,25.00%
2021,2,14,Dallas,25.00%
2021,2,14,Cincinnati,0.00%
2021,2,14,NY Giants,100.00%
2021,2,14,NY Jets,50.00%
2021,2,7,Green Bay,50.00%
2021,2,7,Tennessee,50.00%
2021,2,7,Seattle,100.00%
2021,2,7,Cleveland,100.00%
2021,2,7,New Orleans,50.00%
2021,2,7,Minnesota,50.00%
2021,2,7,San Francisco,50.00%
2021,2,7,Pittsburgh,100.00%
2021,2,7,Detroit,100.00%
2021,2,7,Arizona,50.00%
2021,2,7,Tampa Bay,100.00%
2021,2,7,Kansas City,83.33%
2021,2,7,Buffalo,40.00%
2021,2,7,Philadelphia,66.67%
2021,2,7,Jacksonville,100.00%
2021,2,7,Baltimore,0.00%
2021,2,7,Washington,75.00%
2021,2,7,Miami,66.67%
2021,2,7,LA Rams,66.67%
2021,2,7,LA Chargers,66.67%
2021,2,7,Indianapolis,40.00%
2021,2,7,Chicago,50.00%
2021,2,7,Las Vegas,50.00%
2021,2,7,New England,100.00%
2021,2,7,Houston,40.00%
2021,2,7,Atlanta,60.00%
2021,2,7,Denver,40.00%
2021,2,7,Carolina,25.00%
2021,2,7,Dallas,25.00%
2021,2,7,Cincinnati,0.00%
2021,2,7,NY Giants,100.00%
2021,2,7,NY Jets,50.00%
2021,1,31,Green Bay,80.00%
2021,1,31,Tennessee,50.00%
2021,1,31,Seattle,66.67%
2021,1,31,Cleveland,66.67%
2021,1,31,Minnesota,100.00%
2021,1,31,New Orleans,85.71%
2021,1,31,Tampa Bay,100.00%
2021,1,31,San Francisco,66.67%
2021,1,31,Arizona,33.33%
2021,1,31,Pittsburgh,66.67%
2021,1,31,Baltimore,50.00%
2021,1,31,LA Rams,0.00%
2021,1,31,Philadelphia,33.33%
2021,1,31,Chicago,66.67%
2021,1,31,Buffalo,80.00%
2021,1,31,Kansas City,50.00%
2021,1,31,Indianapolis,66.67%
2021,1,31,Jacksonville,0.00%
2021,1,31,Miami,25.00%
2021,1,31,LA Chargers,25.00%
2021,1,31,Washington,0.00%
2021,1,31,Houston,66.67%
2021,1,31,Denver,25.00%
2021,1,31,Las Vegas,25.00%
2021,1,31,Carolina,66.67%
2021,1,31,Atlanta,100.00%
2021,1,31,New England,100.00%
2021,1,31,Dallas,40.00%
2021,1,31,Cincinnati,50.00%
2021,1,31,NY Giants,33.33%
2021,1,31,NY Jets,50.00%
2021,1,24,Green Bay,100.00%
2021,1,24,Tennessee,100.00%
2021,1,24,Seattle,100.00%
2021,1,24,Cleveland,100.00%
2021,1,24,Minnesota,50.00%
2021,1,24,Tampa Bay,60.00%
2021,1,24,New Orleans,100.00%
2021,1,24,San Francisco,75.00%
2021,1,24,Arizona,60.00%
2021,1,24,LA Rams,66.67%
2021,1,24,Detroit,75.00%
2021,1,24,Baltimore,100.00%
2021,1,24,Pittsburgh,50.00%
2021,1,24,Philadelphia,75.00%
2021,1,24,Miami,75.00%
2021,1,24,Jacksonville,66.67%
2021,1,24,Kansas City,80.00%
2021,1,24,Chicago,60.00%
2021,1,24,LA Chargers,75.00%
2021,1,24,Indianapolis,75.00%
2021,1,24,Denver,100.00%
2021,1,24,Washington,100.00%
2021,1,24,Buffalo,50.00%
2021,1,24,Las Vegas,50.00%
2021,1,24,Houston,25.00%
2021,1,24,Dallas,100.00%
2021,1,24,Carolina,20.00%
2021,1,24,Cincinnati,50.00%
2021,1,24,New England,0.00%
2021,1,24,Atlanta,75.00%
2021,1,24,NY Giants,0.00%
2021,1,24,NY Jets,50.00%
2021,1,17,Green Bay,100.00%
2021,1,17,Seattle,83.33%
2021,1,17,Tennessee,66.67%
2021,1,17,Cleveland,100.00%
2021,1,17,Minnesota,50.00%
2021,1,17,Tampa Bay,66.67%
2021,1,17,Arizona,28.57%
2021,1,17,San Francisco,100.00%
2021,1,17,New Orleans,100.00%
2021,1,17,LA Rams,66.67%
2021,1,17,Pittsburgh,100.00%
2021,1,17,Detroit,75.00%
2021,1,17,Philadelphia,66.67%
2021,1,17,Baltimore,100.00%
2021,1,17,Miami,66.67%
2021,1,17,Chicago,75.00%
2021,1,17,Jacksonville,33.33%
2021,1,17,Buffalo,40.00%
2021,1,17,Houston,50.00%
2021,1,17,LA Chargers,50.00%
2021,1,17,Indianapolis,40.00%
2021,1,17,Las Vegas,40.00%
2021,1,17,Kansas City,50.00%
2021,1,17,Washington,0.00%
2021,1,17,Carolina,60.00%
2021,1,17,Denver,100.00%
2021,1,17,New England,0.00%
2021,1,17,Cincinnati,33.33%
2021,1,17,NY Giants,100.00%
2021,1,17,Dallas,50.00%
2021,1,17,Atlanta,33.33%
2021,1,17,NY Jets,0.00%
2021,1,10,Arizona,100.00%
2021,1,10,Green Bay,100.00%
2021,1,10,Minnesota,50.00%
2021,1,10,Tennessee,80.00%
2021,1,10,Seattle,0.00%
2021,1,10,Tampa Bay,50.00%
2021,1,10,Cleveland,80.00%
2021,1,10,New Orleans,60.00%
2021,1,10,San Francisco,60.00%
2021,1,10,LA Rams,50.00%
2021,1,10,Pittsburgh,33.33%
2021,1,10,Detroit,100.00%
2021,1,10,Jacksonville,50.00%
2021,1,10,Buffalo,40.00%
2021,1,10,Las Vegas,66.67%
2021,1,10,Indianapolis,50.00%
2021,1,10,Washington,66.67%
2021,1,10,Miami,25.00%
2021,1,10,Houston,50.00%
2021,1,10,New England,60.00%
2021,1,10,Kansas City,0.00%
2021,1,10,Chicago,100.00%
2021,1,10,Baltimore,25.00%
2021,1,10,Carolina,0.00%
2021,1,10,Cincinnati,0.00%
2021,1,10,Denver,100.00%
2021,1,10,Atlanta,25.00%
2021,1,10,Dallas,50.00%
2021,1,10,NY Giants,66.67%
2021,1,10,NY Jets,100.00%
2021,1,3,Minnesota,75.00%
2021,1,3,Seattle,50.00%
2021,1,3,Green Bay,80.00%
2021,1,3,Arizona,66.67%
2021,1,3,Tennessee,80.00%
2021,1,3,Tampa Bay,50.00%
2021,1,3,Cleveland,75.00%
2021,1,3,New Orleans,100.00%
2021,1,3,San Francisco,100.00%
2021,1,3,LA Rams,100.00%
2021,1,3,Pittsburgh,25.00%
2021,1,3,Kansas City,0.00%
2021,1,3,Buffalo,66.67%
2021,1,3,Miami,66.67%
2021,1,3,Jacksonville,66.67%
2021,1,3,Philadelphia,33.33%
2021,1,3,Detroit,75.00%
2021,1,3,Indianapolis,100.00%
2021,1,3,Houston,33.33%
2021,1,3,Las Vegas,0.00%
2021,1,3,Baltimore,50.00%
2021,1,3,Washington,50.00%
2021,1,3,LA Chargers,50.00%
2021,1,3,New England,66.67%
2021,1,3,Carolina,0.00%
2021,1,3,Cincinnati,100.00%
2021,1,3,Atlanta,60.00%
2021,1,3,Chicago,75.00%
2021,1,3,Dallas,0.00%
2021,1,3,NY Giants,33.33%
2021,1,3,NY Jets,0.00%
2020,12,27,Green Bay,100.00%
2020,12,27,Tennessee,100.00%
2020,12,27,Seattle,100.00%
2020,12,27,Cleveland,100.00%
2020,12,27,Minnesota,100.00%
2020,12,27,New Orleans,85.71%
2020,12,27,Tampa Bay,100.00%
2020,12,27,San Francisco,66.67%
2020,12,27,Arizona,33.33%
2020,12,27,LA Rams,66.67%
2020,12,27,Baltimore,100.00%
2020,12,27,Pittsburgh,50.00%
2020,12,27,Philadelphia,75.00%
2020,12,27,Jacksonville,66.67%
2020,12,27,Kansas City,80.00%
2020,12,27,Chicago,60.00%
2020,12,27,LA Chargers,75.00%
2020,12,27,Indianapolis,75.00%
2020,12,27,Denver,100.00%
2020,12,27,Washington,100.00%
2020,12,27,Miami,25.00%
2020,12,27,Buffalo,50.00%
2020,12,27,Houston,25.00%
2020,12,27,Las Vegas,25.00%
2020,12,27,Dallas,100.00%
2020,12,27,Carolina,20.00%
2020,12,27,Cincinnati,50.00%
2020,12,27,New England,0.00%
2020,12,27,Atlanta,75.00%
2020,12,27,NY Giants,0.00%
2020,12,27,NY Jets,50.00%
2020,12,20,Green Bay,100.00%
2020,12,20,Seattle,83.33%
2020,12,20,Tennessee,66.67%
2020,12,20,Minnesota,50.00%
2020,12,20,Cleveland,100.00%
2020,12,20,Tampa Bay,66.67%
2020,12,20,Arizona,28.57%
2020,12,20,San Francisco,100.00%
2020,12,20,New Orleans,100.00%
2020,12,20,LA Rams,66.67%
2020,12,20,Pittsburgh,100.00%
2020,12,20,Detroit,75.00%
2020,12,20,Philadelphia,66.67%
2020,12,20,Baltimore,100.00%
2020,12,20,Miami,66.67%
2020,12,20,Chicago,75.00%
2020,12,20,Jacksonville,33.33%
2020,12,20,LA Chargers,75.00%
2020,12,20,Denver,100.00%
2020,12,20,Houston,50.00%
2020,12,20,Buffalo,50.00%
2020,12,20,Kansas City,50.00%
2020,12,20,Indianapolis,40.00%
2020,12,20,Las Vegas,50.00%
2020,12,20,Washington,0.00%
2020,12,20,New England,0.00%
2020,12,20,Carolina,20.00%
2020,12,20,Cincinnati,33.33%
2020,12,20,NY Giants,100.00%
2020,12,20,Dallas,50.00%
2020,12,20,Atlanta,33.33%
2020,12,20,NY Jets,0.00%
2020,12,13,Arizona,100.00%
2020,12,13,Green Bay,100.00%
2020,12,13,Minnesota,50.00%
2020,12,13,Tennessee,80.00%
2020,12,13,Seattle,0.00%
2020,12,13,Tampa Bay,50.00%
2020,12,13,Cleveland,80.00%
2020,12,13,New Orleans,60.00%
2020,12,13,San Francisco,60.00%
2020,12,13,LA Rams,66.67%
2020,12,13,Detroit,100.00%
2020,12,13,Pittsburgh,33.33%
2020,12,13,Jacksonville,50.00%
2020,12,13,Buffalo,40.00%
2020,12,13,Indianapolis,50.00%
2020,12,13,Las Vegas,66.67%
2020,12,13,Washington,66.67%
2020,12,13,Miami,25.00%
2020,12,13,Houston,50.00%
2020,12,13,Kansas City,0.00%
2020,12,13,Chicago,100.00%
2020,12,13,Baltimore,25.00%
2020,12,13,Carolina,0.00%
2020,12,13,Cincinnati,0.00%
2020,12,13,New England,0.00%
2020,12,13,Denver,100.00%
2020,12,13,Dallas,50.00%
2020,12,13,Atlanta,25.00%
2020,12,13,NY Giants,66.67%
2020,12,13,NY Jets,100.00%
2020,12,6,Minnesota,75.00%
2020,12,6,Seattle,50.00%
2020,12,6,Green Bay,80.00%
2020,12,6,Arizona,66.67%
2020,12,6,Tennessee,80.00%
2020,12,6,Tampa Bay,50.00%
2020,12,6,Cleveland,75.00%
2020,12,6,New Orleans,100.00%
2020,12,6,San Francisco,100.00%
2020,12,6,LA Rams,100.00%
2020,12,6,Pittsburgh,25.00%
2020,12,6,Kansas City,0.00%
2020,12,6,Buffalo,66.67%
2020,12,6,Miami,66.67%
2020,12,6,Jacksonville,66.67%
2020,12,6,Philadelphia,33.33%
2020,12,6,Detroit,75.00%
2020,12,6,Indianapolis,100.00%
2020,12,6,Houston,33.33%
2020,12,6,Las Vegas,0.00%
2020,12,6,Baltimore,50.00%
2020,12,6,Washington,50.00%
2020,12,6,LA Chargers,50.00%
2020,12,6,New England,66.67%
2020,12,6,Carolina,0.00%
2020,12,6,Cincinnati,100.00%
2020,12,6,Atlanta,60.00%
2020,12,6,Chicago,75.00%
2020,12,6,Dallas,0.00%
2020,12,6,NY Giants,33.33%
2020,12,6,NY Jets,0.00%
2020,11,29,Seattle,66.67%
2020,11,29,Tennessee,100.00%
2020,11,29,Cleveland,100.00%
2020,11,29,Tampa Bay,83.33%
2020,11,29,Arizona,60.00%
2020,11,29,Minnesota,66.67%
2020,11,29,Green Bay,100.00%
2020,11,29,San Francisco,80.00%
2020,11,29,New Orleans,75.00%
2020,11,29,Kansas City,50.00%
2020,11,29,Jacksonville,100.00%
2020,11,29,Las Vegas,50.00%
2020,11,29,Baltimore,66.67%
2020,11,29,LA Rams,75.00%
2020,11,29,Pittsburgh,60.00%
2020,11,29,Houston,50.00%
2020,11,29,Washington,50.00%
2020,11,29,Detroit,66.67%
2020,11,29,LA Chargers,40.00%
2020,11,29,Dallas,0.00%
2020,11,29,Philadelphia,37.50%
2020,11,29,Buffalo,0.00%
2020,11,29,Atlanta,75.00%
2020,11,29,Miami,60.00%
2020,11,29,Indianapolis,100.00%
2020,11,29,Carolina,100.00%
2020,11,29,Cincinnati,57.14%
2020,11,29,Chicago,0.00%
2020,11,29,Denver,100.00%
2020,11,29,NY Giants,100.00%
2020,11,29,NY Jets,33.33%
2020,11,22,Seattle,100.00%
2020,11,22,Arizona,75.00%
2020,11,22,Tennessee,66.67%
2020,11,22,Tampa Bay,100.00%
2020,11,22,Minnesota,66.67%
2020,11,22,Cleveland,100.00%
2020,11,22,Buffalo,100.00%
2020,11,22,Philadelphia,100.00%
2020,11,22,Kansas City,60.00%
2020,11,22,LA Chargers,100.00%
2020,11,22,Green Bay,100.00%
2020,11,22,San Francisco,100.00%
2020,11,22,New Orleans,66.67%
2020,11,22,Las Vegas,100.00%
2020,11,22,Houston,100.00%
2020,11,22,Washington,33.33%
2020,11,22,Dallas,33.33%
2020,11,22,Baltimore,66.67%
2020,11,22,Pittsburgh,75.00%
2020,11,22,LA Rams,33.33%
2020,11,22,Detroit,80.00%
2020,11,22,Jacksonville,40.00%
2020,11,22,Miami,60.00%
2020,11,22,New England,50.00%
2020,11,22,Atlanta,66.67%
2020,11,22,Chicago,50.00%
2020,11,22,Indianapolis,100.00%
2020,11,22,Carolina,33.33%
2020,11,22,Cincinnati,100.00%
2020,11,22,Denver,0.00%
2020,11,22,NY Giants,0.00%
2020,11,22,NY Jets,0.00%
2020,11,15,Seattle,100.00%
2020,11,15,Tennessee,100.00%
2020,11,15,Arizona,100.00%
2020,11,15,Minnesota,75.00%
2020,11,15,Cleveland,50.00%
2020,11,15,Tampa Bay,33.33%
2020,11,15,Kansas City,80.00%
2020,11,15,Washington,100.00%
2020,11,15,Buffalo,100.00%
2020,11,15,LA Chargers,100.00%
2020,11,15,Dallas,60.00%
2020,11,15,New Orleans,66.67%
2020,11,15,Jacksonville,50.00%
2020,11,15,Philadelphia,100.00%
2020,11,15,LA Rams,75.00%
2020,11,15,Las Vegas,100.00%
2020,11,15,Green Bay,75.00%
2020,11,15,San Francisco,66.67%
2020,11,15,Baltimore,100.00%
2020,11,15,Pittsburgh,100.00%
2020,11,15,Miami,50.00%
2020,11,15,Detroit,80.00%
2020,11,15,New England,33.33%
2020,11,15,Houston,33.33%
2020,11,15,Chicago,66.67%
2020,11,15,Atlanta,0.00%
2020,11,15,Carolina,50.00%
2020,11,15,Denver,50.00%
2020,11,15,Indianapolis,25.00%
2020,11,15,Cincinnati,0.00%
2020,11,15,NY Giants,66.67%
2020,11,15,NY Jets,33.33%
2020,11,8,Seattle,66.67%
2020,11,8,Tampa Bay,80.00%
2020,11,8,Cleveland,80.00%
2020,11,8,Arizona,100.00%
2020,11,8,Minnesota,80.00%
2020,11,8,Tennessee,50.00%
2020,11,8,Jacksonville,40.00%
2020,11,8,Dallas,66.67%
2020,11,8,Kansas City,66.67%
2020,11,8,Washington,66.67%
2020,11,8,Buffalo,75.00%
2020,11,8,New Orleans,100.00%
2020,11,8,Green Bay,75.00%
2020,11,8,LA Rams,50.00%
2020,11,8,San Francisco,66.67%
2020,11,8,LA Chargers,100.00%
2020,11,8,Atlanta,66.67%
2020,11,8,Houston,0.00%
2020,11,8,Miami,33.33%
2020,11,8,Las Vegas,50.00%
2020,11,8,Baltimore,100.00%
2020,11,8,Detroit,80.00%
2020,11,8,New England,33.33%
2020,11,8,Philadelphia,50.00%
2020,11,8,Pittsburgh,40.00%
2020,11,8,Carolina,80.00%
2020,11,8,Chicago,50.00%
