year,month,day,team,red_zone_TD_percentage
2016,2,21,Indianapolis,50.00%
2016,2,21,Tampa Bay,33.33%
2016,2,21,LA Rams,33.33%
2016,2,21,Buffalo,50.00%
2016,2,21,Chicago,0.00%
2016,2,21,Baltimore,50.00%
2016,2,21,Minnesota,0.00%
2016,2,21,Denver,25.00%
2016,2,21,NY Giants,40.00%
2016,2,21,Dallas,75.00%
2016,2,21,San Francisco,0.00%
2016,2,21,Cleveland,0.00%
2016,2,14,Carolina,50.00%
2016,2,14,Detroit,100.00%
2016,2,14,NY Jets,50.00%
2016,2,14,New England,50.00%
2016,2,14,Tennessee,100.00%
2016,2,14,Cincinnati,50.00%
2016,2,14,LA Chargers,100.00%
2016,2,14,Las Vegas,0.00%
2016,2,14,New Orleans,40.00%
2016,2,14,Arizona,100.00%
2016,2,14,Washington,25.00%
2016,2,14,Kansas City,50.00%
2016,2,14,Pittsburgh,33.33%
2016,2,14,Houston,0.00%
2016,2,14,Philadelphia,100.00%
2016,2,14,Seattle,50.00%
2016,2,14,Green Bay,33.33%
2016,2,14,Atlanta,50.00%
2016,2,14,Jacksonville,0.00%
2016,2,14,Miami,50.00%
2016,2,14,Indianapolis,50.00%
2016,2,14,Tampa Bay,33.33%
2016,2,14,LA Rams,33.33%
2016,2,14,Buffalo,50.00%
2016,2,14,Chicago,0.00%
2016,2,14,Baltimore,50.00%
2016,2,14,Minnesota,0.00%
2016,2,14,Denver,25.00%
2016,2,14,NY Giants,40.00%
2016,2,14,Dallas,75.00%
2016,2,14,San Francisco,0.00%
2016,2,14,Cleveland,0.00%
2016,2,7,Carolina,75.00%
2016,2,7,Detroit,100.00%
2016,2,7,NY Jets,50.00%
2016,2,7,New England,50.00%
2016,2,7,Tennessee,100.00%
2016,2,7,Cincinnati,50.00%
2016,2,7,LA Chargers,100.00%
2016,2,7,Las Vegas,0.00%
2016,2,7,New Orleans,40.00%
2016,2,7,Arizona,100.00%
2016,2,7,Washington,25.00%
2016,2,7,Kansas City,50.00%
2016,2,7,Pittsburgh,33.33%
2016,2,7,Houston,0.00%
2016,2,7,Philadelphia,100.00%
2016,2,7,Seattle,50.00%
2016,2,7,Green Bay,33.33%
2016,2,7,Atlanta,50.00%
2016,2,7,Jacksonville,0.00%
2016,2,7,Miami,50.00%
2016,2,7,Indianapolis,50.00%
2016,2,7,Tampa Bay,33.33%
2016,2,7,LA Rams,33.33%
2016,2,7,Buffalo,50.00%
2016,2,7,Chicago,0.00%
2016,2,7,Baltimore,50.00%
2016,2,7,Denver,50.00%
2016,2,7,Minnesota,0.00%
2016,2,7,NY Giants,40.00%
2016,2,7,Dallas,75.00%
2016,2,7,San Francisco,0.00%
2016,2,7,Cleveland,0.00%
2016,1,31,Detroit,40.00%
2016,1,31,NY Jets,66.67%
2016,1,31,New England,50.00%
2016,1,31,Carolina,50.00%
2016,1,31,Cincinnati,100.00%
2016,1,31,Washington,60.00%
2016,1,31,LA Chargers,100.00%
2016,1,31,Las Vegas,50.00%
2016,1,31,New Orleans,60.00%
2016,1,31,Tennessee,50.00%
2016,1,31,Arizona,75.00%
2016,1,31,Pittsburgh,66.67%
2016,1,31,Houston,60.00%
2016,1,31,Jacksonville,100.00%
2016,1,31,Kansas City,100.00%
2016,1,31,Green Bay,0.00%
2016,1,31,Seattle,66.67%
2016,1,31,Atlanta,50.00%
2016,1,31,LA Rams,100.00%
2016,1,31,Tampa Bay,50.00%
2016,1,31,Miami,20.00%
2016,1,31,Indianapolis,100.00%
2016,1,31,Philadelphia,75.00%
2016,1,31,Chicago,50.00%
2016,1,31,Minnesota,40.00%
2016,1,31,Buffalo,25.00%
2016,1,31,Baltimore,66.67%
2016,1,31,San Francisco,100.00%
2016,1,31,Denver,33.33%
2016,1,31,NY Giants,0.00%
2016,1,31,Cleveland,50.00%
2016,1,31,Dallas,0.00%
2016,1,24,Detroit,83.33%
2016,1,24,NY Jets,50.00%
2016,1,24,New England,33.33%
2016,1,24,Carolina,75.00%
2016,1,24,Cincinnati,66.67%
2016,1,24,Washington,100.00%
2016,1,24,Las Vegas,33.33%
2016,1,24,Tennessee,100.00%
2016,1,24,New Orleans,50.00%
2016,1,24,LA Chargers,80.00%
2016,1,24,Arizona,75.00%
2016,1,24,Pittsburgh,75.00%
2016,1,24,Miami,100.00%
2016,1,24,Green Bay,20.00%
2016,1,24,Houston,33.33%
2016,1,24,Atlanta,40.00%
2016,1,24,Kansas City,50.00%
2016,1,24,Jacksonville,66.67%
2016,1,24,Seattle,50.00%
2016,1,24,Tampa Bay,50.00%
2016,1,24,Buffalo,0.00%
2016,1,24,LA Rams,66.67%
2016,1,24,Indianapolis,50.00%
2016,1,24,Minnesota,100.00%
2016,1,24,Chicago,100.00%
2016,1,24,Philadelphia,0.00%
2016,1,24,Denver,100.00%
2016,1,24,Baltimore,50.00%
2016,1,24,NY Giants,75.00%
2016,1,24,San Francisco,66.67%
2016,1,24,Dallas,25.00%
2016,1,24,Cleveland,33.33%
2016,1,17,Detroit,100.00%
2016,1,17,New England,100.00%
2016,1,17,NY Jets,66.67%
2016,1,17,Carolina,75.00%
2016,1,17,Las Vegas,100.00%
2016,1,17,Cincinnati,33.33%
2016,1,17,New Orleans,75.00%
2016,1,17,Green Bay,80.00%
2016,1,17,Tennessee,0.00%
2016,1,17,Washington,100.00%
2016,1,17,Houston,0.00%
2016,1,17,Arizona,0.00%
2016,1,17,LA Chargers,0.00%
2016,1,17,Pittsburgh,66.67%
2016,1,17,Buffalo,50.00%
2016,1,17,Atlanta,0.00%
2016,1,17,Miami,50.00%
2016,1,17,Seattle,80.00%
2016,1,17,Tampa Bay,100.00%
2016,1,17,Jacksonville,100.00%
2016,1,17,Philadelphia,50.00%
2016,1,17,Indianapolis,0.00%
2016,1,17,LA Rams,100.00%
2016,1,17,Chicago,100.00%
2016,1,17,Baltimore,0.00%
2016,1,17,Minnesota,66.67%
2016,1,17,Denver,0.00%
2016,1,17,Dallas,50.00%
2016,1,17,San Francisco,100.00%
2016,1,17,Cleveland,75.00%
2016,1,17,NY Giants,75.00%
2016,1,10,NY Jets,25.00%
2016,1,10,Detroit,66.67%
2016,1,10,New England,80.00%
2016,1,10,Cincinnati,40.00%
2016,1,10,Carolina,83.33%
2016,1,10,Tennessee,75.00%
2016,1,10,Las Vegas,100.00%
2016,1,10,New Orleans,100.00%
2016,1,10,Green Bay,75.00%
2016,1,10,Arizona,50.00%
2016,1,10,Houston,100.00%
2016,1,10,Atlanta,33.33%
2016,1,10,Buffalo,75.00%
2016,1,10,Pittsburgh,75.00%
2016,1,10,Washington,0.00%
2016,1,10,Indianapolis,16.67%
2016,1,10,Kansas City,100.00%
2016,1,10,Philadelphia,100.00%
2016,1,10,Tampa Bay,75.00%
2016,1,10,Seattle,75.00%
2016,1,10,Baltimore,0.00%
2016,1,10,Jacksonville,100.00%
2016,1,10,Denver,50.00%
2016,1,10,LA Rams,0.00%
2016,1,10,Chicago,66.67%
2016,1,10,Dallas,25.00%
2016,1,10,San Francisco,100.00%
2016,1,10,NY Giants,0.00%
2016,1,3,NY Jets,80.00%
2016,1,3,Cincinnati,66.67%
2016,1,3,Detroit,100.00%
2016,1,3,New England,100.00%
2016,1,3,Indianapolis,50.00%
2016,1,3,Carolina,50.00%
2016,1,3,Tennessee,66.67%
2016,1,3,LA Chargers,80.00%
2016,1,3,Arizona,50.00%
2016,1,3,Las Vegas,75.00%
2016,1,3,New Orleans,0.00%
2016,1,3,Atlanta,33.33%
2016,1,3,Green Bay,0.00%
2016,1,3,Washington,50.00%
2016,1,3,Houston,75.00%
2016,1,3,Miami,66.67%
2016,1,3,Pittsburgh,50.00%
2016,1,3,Buffalo,66.67%
2016,1,3,Baltimore,66.67%
2016,1,3,LA Rams,50.00%
2016,1,3,Kansas City,50.00%
2016,1,3,Philadelphia,100.00%
2016,1,3,Tampa Bay,0.00%
2016,1,3,Denver,75.00%
2016,1,3,Seattle,100.00%
2016,1,3,Dallas,50.00%
2016,1,3,Chicago,66.67%
2016,1,3,NY Giants,0.00%
2016,1,3,Minnesota,50.00%
2016,1,3,Jacksonville,25.00%
2016,1,3,Cleveland,33.33%
2016,1,3,San Francisco,50.00%
2015,12,27,Detroit,83.33%
2015,12,27,NY Jets,50.00%
2015,12,27,New England,33.33%
2015,12,27,Carolina,75.00%
2015,12,27,Cincinnati,66.67%
2015,12,27,Washington,60.00%
2015,12,27,Tennessee,100.00%
2015,12,27,LA Chargers,100.00%
2015,12,27,New Orleans,50.00%
2015,12,27,Las Vegas,50.00%
2015,12,27,Arizona,75.00%
2015,12,27,Pittsburgh,75.00%
2015,12,27,Miami,100.00%
2015,12,27,Green Bay,20.00%
2015,12,27,Houston,33.33%
2015,12,27,Atlanta,40.00%
2015,12,27,Kansas City,50.00%
2015,12,27,Jacksonville,66.67%
2015,12,27,Seattle,50.00%
2015,12,27,Tampa Bay,50.00%
2015,12,27,Buffalo,0.00%
2015,12,27,LA Rams,66.67%
2015,12,27,Philadelphia,75.00%
2015,12,27,Indianapolis,50.00%
2015,12,27,Minnesota,100.00%
2015,12,27,Chicago,100.00%
2015,12,27,Denver,100.00%
2015,12,27,Baltimore,50.00%
2015,12,27,NY Giants,75.00%
2015,12,27,San Francisco,66.67%
2015,12,27,Dallas,25.00%
2015,12,27,Cleveland,33.33%
2015,12,20,Detroit,100.00%
2015,12,20,New England,100.00%
2015,12,20,NY Jets,50.00%
2015,12,20,Carolina,75.00%
2015,12,20,Las Vegas,100.00%
2015,12,20,Cincinnati,33.33%
2015,12,20,New Orleans,75.00%
2015,12,20,Green Bay,80.00%
2015,12,20,Tennessee,0.00%
2015,12,20,Washington,100.00%
2015,12,20,Houston,0.00%
2015,12,20,Arizona,0.00%
2015,12,20,LA Chargers,0.00%
2015,12,20,Pittsburgh,66.67%
2015,12,20,Buffalo,50.00%
2015,12,20,Atlanta,0.00%
2015,12,20,Miami,50.00%
2015,12,20,Seattle,80.00%
2015,12,20,Tampa Bay,50.00%
2015,12,20,Jacksonville,100.00%
2015,12,20,LA Rams,66.67%
2015,12,20,Philadelphia,50.00%
2015,12,20,Indianapolis,0.00%
2015,12,20,Chicago,100.00%
2015,12,20,Baltimore,0.00%
2015,12,20,Minnesota,66.67%
2015,12,20,Denver,0.00%
2015,12,20,San Francisco,100.00%
2015,12,20,Cleveland,75.00%
2015,12,20,NY Giants,75.00%
2015,12,20,Dallas,25.00%
2015,12,13,NY Jets,25.00%
2015,12,13,Detroit,66.67%
2015,12,13,New England,80.00%
2015,12,13,Cincinnati,40.00%
2015,12,13,Carolina,83.33%
2015,12,13,Tennessee,75.00%
2015,12,13,Las Vegas,100.00%
2015,12,13,New Orleans,100.00%
2015,12,13,Green Bay,75.00%
2015,12,13,Houston,100.00%
2015,12,13,Arizona,0.00%
2015,12,13,Atlanta,33.33%
2015,12,13,Buffalo,75.00%
2015,12,13,Pittsburgh,75.00%
2015,12,13,Washington,0.00%
2015,12,13,Indianapolis,16.67%
2015,12,13,Kansas City,100.00%
2015,12,13,Philadelphia,100.00%
2015,12,13,Tampa Bay,75.00%
2015,12,13,Seattle,75.00%
2015,12,13,Baltimore,0.00%
2015,12,13,Jacksonville,100.00%
2015,12,13,Denver,50.00%
2015,12,13,LA Rams,0.00%
2015,12,13,Chicago,66.67%
2015,12,13,Minnesota,66.67%
2015,12,13,Dallas,25.00%
2015,12,13,San Francisco,100.00%
2015,12,13,NY Giants,0.00%
2015,12,6,NY Jets,80.00%
2015,12,6,Cincinnati,66.67%
2015,12,6,Detroit,66.67%
2015,12,6,New England,100.00%
2015,12,6,Indianapolis,50.00%
2015,12,6,Carolina,50.00%
2015,12,6,Tennessee,66.67%
2015,12,6,LA Chargers,80.00%
2015,12,6,Arizona,50.00%
2015,12,6,Las Vegas,75.00%
2015,12,6,Green Bay,75.00%
2015,12,6,New Orleans,0.00%
2015,12,6,Atlanta,33.33%
2015,12,6,Washington,50.00%
2015,12,6,Houston,75.00%
2015,12,6,Miami,66.67%
2015,12,6,Pittsburgh,50.00%
2015,12,6,Buffalo,66.67%
2015,12,6,Baltimore,66.67%
2015,12,6,LA Rams,50.00%
2015,12,6,Kansas City,50.00%
2015,12,6,Philadelphia,100.00%
2015,12,6,Tampa Bay,0.00%
2015,12,6,Denver,75.00%
2015,12,6,Seattle,100.00%
2015,12,6,Dallas,50.00%
2015,12,6,Chicago,66.67%
2015,12,6,NY Giants,0.00%
2015,12,6,Minnesota,50.00%
2015,12,6,Jacksonville,25.00%
2015,12,6,Cleveland,33.33%
2015,12,6,San Francisco,50.00%
2015,11,29,New England,60.00%
2015,11,29,Cincinnati,100.00%
2015,11,29,NY Jets,50.00%
2015,11,29,Pittsburgh,33.33%
2015,11,29,Atlanta,33.33%
2015,11,29,Arizona,50.00%
2015,11,29,Detroit,66.67%
2015,11,29,Indianapolis,50.00%
2015,11,29,Tennessee,50.00%
2015,11,29,Houston,75.00%
2015,11,29,Washington,80.00%
2015,11,29,New Orleans,80.00%
2015,11,29,Buffalo,33.33%
2015,11,29,Green Bay,50.00%
2015,11,29,Carolina,60.00%
2015,11,29,LA Chargers,100.00%
2015,11,29,Miami,50.00%
2015,11,29,Las Vegas,25.00%
2015,11,29,Jacksonville,50.00%
2015,11,29,Baltimore,50.00%
2015,11,29,Dallas,50.00%
2015,11,29,Philadelphia,0.00%
2015,11,29,Tampa Bay,33.33%
2015,11,29,LA Rams,66.67%
2015,11,29,Chicago,37.50%
2015,11,29,Minnesota,25.00%
2015,11,29,Kansas City,40.00%
2015,11,29,NY Giants,33.33%
2015,11,29,Denver,0.00%
2015,11,29,Cleveland,0.00%
2015,11,29,San Francisco,0.00%
2015,11,29,Seattle,100.00%
2015,11,22,Pittsburgh,50.00%
2015,11,22,New England,66.67%
2015,11,22,NY Jets,75.00%
2015,11,22,Atlanta,66.67%
2015,11,22,Cincinnati,100.00%
2015,11,22,Arizona,25.00%
2015,11,22,Detroit,60.00%
2015,11,22,Buffalo,100.00%
2015,11,22,Tennessee,33.33%
2015,11,22,Indianapolis,100.00%
2015,11,22,Las Vegas,50.00%
2015,11,22,Houston,100.00%
2015,11,22,Green Bay,50.00%
2015,11,22,Carolina,100.00%
2015,11,22,Miami,75.00%
2015,11,22,New Orleans,60.00%
2015,11,22,Washington,33.33%
2015,11,22,LA Chargers,33.33%
2015,11,22,Baltimore,33.33%
2015,11,22,Jacksonville,66.67%
2015,11,22,Philadelphia,50.00%
2015,11,22,Tampa Bay,60.00%
2015,11,22,Dallas,0.00%
2015,11,22,Minnesota,33.33%
2015,11,22,Chicago,37.50%
2015,11,22,LA Rams,25.00%
